BillDate,InvoiceNo,StockCode,Description,Quantity,UnitPrice,Total
30/05/2017  ,CR2226  ,2508,OT ROCK SALT 500G  ,1.00,35.00,35.00
30/05/2017  ,CR2226  ,1333,OT Sugar  ,1.00,65.00,65.00
30/05/2017  ,CR2226  ,2098,SS BITTER GOURD  ,1.05,83.00,86.74
30/05/2017  ,CR2226  ,2110,SS CAULIFLOWER  ,1.00,65.00,65.00
30/05/2017  ,CR2226  ,2122,SS ONION  ,1.89,48.00,90.48
30/05/2017  ,CR2226  ,2124,SS POTATO  ,2.38,52.00,123.76
30/05/2017  ,CR2226  ,2097,SS RIDGE GOURD  ,0.72,63.00,45.36
30/05/2017  ,CR2226  ,2109,SS TOMATO NATI  ,1.91,48.00,91.68
30/05/2017  ,CR2227  ,2691,24LM MANGO JUICE 200ML  ,3.00,25.00,75.00
30/05/2017  ,CR2227  ,3034,TG Almonds  ,2.00,170.00,340.00
30/05/2017  ,CR2227  ,3351,TO GREEN PEAS  ,1.00,75.00,75.00
30/05/2017  ,CC2228  ,1131,Arya Horse Gram  ,1.00,65.00,65.00
30/05/2017  ,CC2228  ,2193,OT FLAX SEEDS  ,1.00,35.00,35.00
30/05/2017  ,CC2228  ,2081,SS AMARANTHUS  ,1.00,25.00,25.00
30/05/2017  ,CC2228  ,2105,SS ASHGOURD  ,0.61,60.00,36.60
30/05/2017  ,CC2228  ,2147,SS BEET ROOT  ,0.21,65.00,13.33
30/05/2017  ,CC2228  ,2098,SS BITTER GOURD  ,0.21,83.00,17.43
30/05/2017  ,CC2228  ,2126,SS CABBAGE  ,0.87,85.00,73.53
30/05/2017  ,CC2228  ,2116,SS CAPSICUM GREEN  ,0.22,85.00,18.70
30/05/2017  ,CC2228  ,2092,SS CARROT  ,0.30,120.00,35.40
30/05/2017  ,CC2228  ,2127,SS KNOL KHOL  ,0.25,60.00,15.00
30/05/2017  ,CC2228  ,2133,SS MANGO RASPURI  ,1.83,174.00,318.42
30/05/2017  ,CC2228  ,3555,SS MANGO RUMANI  ,0.53,87.00,46.11
30/05/2017  ,CC2228  ,2080,SS METHI  ,1.00,35.00,35.00
30/05/2017  ,CC2228  ,2079,SS PALAK  ,1.00,28.00,28.00
30/05/2017  ,CC2228  ,2124,SS POTATO  ,0.63,52.00,32.76
30/05/2017  ,CC2228  ,2099,SS SNAKE GOURD  ,0.28,65.00,18.20
30/05/2017  ,CC2228  ,2109,SS TOMATO NATI  ,0.76,48.00,36.48
30/05/2017  ,CC2228  ,3109,TG Sugar 1Kg  ,1.00,123.00,99.00
30/05/2017  ,CC2228  ,3112,TG Tur Dal 1Kg  ,1.00,199.00,195.00
30/05/2017  ,CC2229  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
30/05/2017  ,CC2229  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
30/05/2017  ,CC2229  ,2096,SS BOTTLE GOURD  ,0.76,52.00,39.26
30/05/2017  ,CC2229  ,2615,SS BRINJAL WHT RND  ,0.53,73.00,38.33
30/05/2017  ,CC2229  ,2126,SS CABBAGE  ,0.85,85.00,71.83
30/05/2017  ,CC2229  ,2092,SS CARROT  ,0.74,89.00,65.86
30/05/2017  ,CC2229  ,2122,SS ONION  ,1.39,48.00,66.48
30/05/2017  ,CC2229  ,2079,SS PALAK  ,1.00,28.00,28.00
30/05/2017  ,CC2229  ,2109,SS TOMATO NATI  ,0.91,48.00,43.68
30/05/2017  ,CA2230  ,3270,ARYA PEANUT CHIKKI 100G  ,2.00,48.00,96.00
30/05/2017  ,CA2230  ,3526,ARYA PROTEIN ENG DNK CHOCOLATE 400G  ,1.00,309.00,309.00
30/05/2017  ,CA2230  ,3812,HHF EGGS P  ,2.00,130.00,260.00
30/05/2017  ,CA2230  ,3145,LF BABY SOFT SOAP  ,1.00,195.00,195.00
30/05/2017  ,CA2230  ,2515,PPS ATTA 5KG  ,1.00,260.00,260.00
30/05/2017  ,CA2230  ,2092,SS CARROT  ,0.35,120.00,41.40
30/05/2017  ,CA2230  ,2110,SS CAULIFLOWER  ,1.00,65.00,65.00
30/05/2017  ,CA2230  ,2293,SS GRAPES WHT  ,0.43,178.00,76.54
30/05/2017  ,CA2231  ,2079,SS PALAK  ,1.00,28.00,28.00
30/05/2017  ,CA2231  ,3355,TO JAGGERY POWDER  ,1.00,75.00,75.00
30/05/2017  ,CC2232  ,641,24LM Strawberry Jam  ,1.00,180.00,144.00
30/05/2017  ,CC2232  ,3805,OP MILK 1LTR  ,1.00,80.00,64.00
30/05/2017  ,CC2232  ,2027,Thai BOPF Green Tea  ,1.00,120.00,96.00
30/05/2017  ,CC2233  ,2528,24LM GUAVA JUICE  ,1.00,109.00,109.00
30/05/2017  ,CC2233  ,3812,HHF EGGS P  ,1.00,130.00,130.00
30/05/2017  ,CC2234  ,3556,24LM KANDA POHA  ,1.00,70.00,70.00
30/05/2017  ,CC2234  ,3996,24LM KICHDI RTC  ,1.00,99.00,99.00
30/05/2017  ,CC2234  ,3270,ARYA PEANUT CHIKKI 100G  ,2.00,48.00,96.00
30/05/2017  ,CC2234  ,3718,SO TULSI TEA BAGS  ,1.00,167.00,167.00
30/05/2017  ,CC2234  ,2129,SS BANANA YALAKKI  ,0.45,125.00,55.63
30/05/2017  ,CC2234  ,2103,SS BEANS  ,0.13,130.00,16.90
30/05/2017  ,CC2234  ,2116,SS CAPSICUM GREEN  ,0.09,85.00,7.65
30/05/2017  ,CC2234  ,2092,SS CARROT  ,0.11,120.00,13.20
30/05/2017  ,CC2234  ,2148,SS CORN PCS  ,1.00,25.00,25.00
30/05/2017  ,CC2234  ,2121,SS GARLIC  ,0.07,240.00,16.80
30/05/2017  ,CC2234  ,3531,SS MANGO DASHERI  ,0.51,141.00,71.91
30/05/2017  ,CC2234  ,2135,SS MANGO SINDHURA  ,0.16,109.00,17.44
30/05/2017  ,CC2234  ,2122,SS ONION  ,0.26,48.00,12.48
30/05/2017  ,CC2235  ,3812,HHF EGGS P  ,1.00,130.00,130.00
30/05/2017  ,CC2235  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
30/05/2017  ,CC2235  ,3790,OT CUMIN PWDR PH  ,1.00,65.00,65.00
30/05/2017  ,CC2235  ,448,PPS Chilli Pwdr Hot  ,1.00,43.00,43.00
30/05/2017  ,CC2235  ,2129,SS BANANA YALAKKI  ,0.64,125.00,80.00
30/05/2017  ,CC2235  ,2148,SS CORN PCS  ,1.00,25.00,25.00
30/05/2017  ,CC2235  ,2293,SS GRAPES WHT  ,0.40,179.00,71.60
30/05/2017  ,CC2235  ,2119,SS LEMON  ,0.17,120.00,20.40
30/05/2017  ,CC2235  ,2134,SS MANGO MALGOVA  ,0.44,174.00,76.56
30/05/2017  ,CC2235  ,2135,SS MANGO SINDHURA  ,0.28,109.00,30.52
30/05/2017  ,CC2235  ,3464,SS MUSK MELON  ,1.48,48.00,71.04
30/05/2017  ,CC2235  ,2167,SS POMOGRANATE  ,0.73,200.00,145.00
30/05/2017  ,CC2235  ,2124,SS POTATO  ,0.23,52.00,11.70
30/05/2017  ,CC2235  ,3470,SS RAW BANANA PCS  ,1.00,15.00,15.00
30/05/2017  ,CC2235  ,2614,SS RAW MANGO KG  ,0.30,73.00,21.90
30/05/2017  ,CC2235  ,2109,SS TOMATO NATI  ,0.45,48.00,21.60
30/05/2017  ,CR2236  ,683,24LM Apple Juice  ,1.00,149.00,149.00
30/05/2017  ,CR2236  ,682,24LM MixedFruit Juice  ,1.00,149.00,149.00
30/05/2017  ,CR2236  ,684,24LM Orange Juice  ,1.00,149.00,149.00
30/05/2017  ,CR2236  ,1203,Arya Raisins 200  ,1.00,180.00,180.00
30/05/2017  ,CR2236  ,2501,OT ATTA 5KG  ,1.00,280.00,280.00
30/05/2017  ,CR2236  ,1328,OT Rice White BASMATHI  ,1.00,190.00,190.00
30/05/2017  ,CR2236  ,474,PPS Basmati Rice  ,1.00,175.00,175.00
30/05/2017  ,CR2236  ,2513,PPS BISIBELEBATH PWDR 100G  ,1.00,55.00,55.00
30/05/2017  ,CR2236  ,494,PPS Rice PD 5KG  ,2.00,395.00,790.00
30/05/2017  ,CR2236  ,3034,TG Almonds  ,1.00,170.00,170.00
30/05/2017  ,CR2236  ,3112,TG Tur Dal 1Kg  ,1.00,199.00,199.00
30/05/2017  ,CO2237  ,3567,OT BROKEN RICE  ,10.00,60.00,600.00
30/05/2017  ,CO2237  ,3701,SO WHITE SUGAR 1KG  ,2.00,115.00,230.00
30/05/2017  ,CO2237  ,2105,SS ASHGOURD  ,1.10,60.00,65.70
30/05/2017  ,CO2237  ,2103,SS BEANS  ,0.67,130.00,86.45
30/05/2017  ,CO2237  ,2098,SS BITTER GOURD  ,0.55,83.00,45.24
30/05/2017  ,CO2237  ,2126,SS CABBAGE  ,1.09,85.00,92.65
30/05/2017  ,CO2237  ,2092,SS CARROT  ,0.57,120.00,67.80
30/05/2017  ,CO2237  ,2076,SS CORIANDER  ,1.00,37.00,37.00
30/05/2017  ,CO2237  ,2121,SS GARLIC  ,0.13,240.00,30.00
30/05/2017  ,CO2237  ,2119,SS LEMON  ,0.08,120.00,9.60
30/05/2017  ,CO2237  ,2122,SS ONION  ,1.38,48.00,66.24
30/05/2017  ,CO2237  ,2079,SS PALAK  ,2.00,28.00,56.00
30/05/2017  ,CO2237  ,2614,SS RAW MANGO KG  ,0.43,73.00,31.03
30/05/2017  ,CO2237  ,2109,SS TOMATO NATI  ,0.98,48.00,47.04
30/05/2017  ,CO2237  ,2137,SS WATER MELON  ,2.48,35.00,86.80
30/05/2017  ,CO2237  ,3083,TG Mustard  ,2.00,35.00,70.00
30/05/2017  ,CO2237  ,3096,TG Rock Salt  ,1.00,65.00,65.00
30/05/2017  ,CC2238  ,3811,OP GHEE 500ML  ,1.00,550.00,550.00
30/05/2017  ,CC2238  ,3925,OT IDLY RICE 1KG  ,2.00,99.00,198.00
30/05/2017  ,CC2238  ,2679,PPS COCONUT CRISPS MANGO  ,1.00,45.00,45.00
30/05/2017  ,CC2238  ,463,PPS Fried Gram  ,1.00,105.00,105.00
30/05/2017  ,CC2238  ,466,PPS Tamarind  ,1.00,105.00,105.00
30/05/2017  ,CC2238  ,2983,SS BANANA FLOWER  ,1.00,25.00,25.00
30/05/2017  ,CC2238  ,2147,SS BEET ROOT  ,0.08,65.00,5.20
30/05/2017  ,CC2238  ,2107,SS BHENDI  ,0.50,78.00,39.00
30/05/2017  ,CC2238  ,2615,SS BRINJAL WHT RND  ,0.54,73.00,39.42
30/05/2017  ,CC2238  ,2076,SS CORIANDER  ,1.00,37.00,37.00
30/05/2017  ,CC2238  ,2293,SS GRAPES WHT  ,0.35,179.00,61.76
30/05/2017  ,CC2238  ,2122,SS ONION  ,0.89,48.00,42.72
30/05/2017  ,CC2238  ,2079,SS PALAK  ,1.00,28.00,28.00
30/05/2017  ,CC2238  ,2124,SS POTATO  ,0.48,52.00,24.96
30/05/2017  ,CC2238  ,3470,SS RAW BANANA PCS  ,2.00,15.00,30.00
30/05/2017  ,CC2238  ,2109,SS TOMATO NATI  ,0.64,48.00,30.48
30/05/2017  ,CC2238  ,4000,VF MILK 1L  ,4.00,80.00,320.00
30/05/2017  ,CC2239  ,3812,HHF EGGS P  ,1.00,130.00,130.00
30/05/2017  ,CC2239  ,4002,OP CURD  ,1.00,100.00,100.00
30/05/2017  ,CC2239  ,3718,SO TULSI TEA BAGS  ,1.00,167.00,167.00
30/05/2017  ,CR2240  ,3793,OT MUSTARD OIL 1  ,2.00,275.00,550.00
30/05/2017  ,CR2240  ,453,PPS Garam Masala  ,1.00,85.00,85.00
30/05/2017  ,CR2240  ,3112,TG Tur Dal 1Kg  ,2.00,199.00,390.00
31/05/2017  ,CA2241  ,2494,OT SM RICE HP 1KG  ,2.00,99.00,198.00
31/05/2017  ,CC2242  ,622,24LM Sattu Atta  ,1.00,120.00,120.00
31/05/2017  ,CC2242  ,1114,Arya Bajra WHOLE  ,1.00,40.00,40.00
31/05/2017  ,CC2242  ,466,PPS Tamarind  ,1.00,105.00,105.00
31/05/2017  ,CC2242  ,2122,SS ONION  ,0.62,48.00,29.76
31/05/2017  ,CC2242  ,3096,TG Rock Salt  ,1.00,65.00,65.00
31/05/2017  ,CC2242  ,3112,TG Tur Dal 1Kg  ,2.00,199.00,390.00
31/05/2017  ,CC2242  ,3118,TG Urad White Whl 1Kg  ,1.00,325.00,250.00
31/05/2017  ,CC2242  ,3331,TO BESAN  ,1.00,115.00,115.00
31/05/2017  ,CC2243  ,3878,G10 BROWN RICE 1KG  ,1.00,85.00,85.00
31/05/2017  ,CC2243  ,3650,SO PACHRANGI DAL 500G  ,1.00,155.00,155.00
31/05/2017  ,CC2243  ,2103,SS BEANS  ,0.11,130.00,13.65
31/05/2017  ,CC2243  ,2116,SS CAPSICUM GREEN  ,0.09,85.00,7.23
31/05/2017  ,CC2243  ,2092,SS CARROT  ,0.09,120.00,10.80
31/05/2017  ,CC2243  ,2167,SS POMOGRANATE  ,0.34,200.00,68.00
31/05/2017  ,CC2243  ,2109,SS TOMATO NATI  ,0.33,48.00,15.84
31/05/2017  ,CC2244  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
31/05/2017  ,CC2244  ,3812,HHF EGGS P  ,4.00,130.00,520.00
31/05/2017  ,CC2244  ,4002,OP CURD  ,1.00,100.00,100.00
31/05/2017  ,CC2244  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
31/05/2017  ,CC2244  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
31/05/2017  ,CC2244  ,2129,SS BANANA YALAKKI  ,0.23,125.00,28.75
31/05/2017  ,CC2244  ,2108,SS BRINJAL GREEN LONG  ,1.01,58.00,58.29
31/05/2017  ,CC2244  ,2110,SS CAULIFLOWER  ,1.00,65.00,65.00
31/05/2017  ,CC2244  ,2656,SS MANGO ALPHONSO  ,0.37,290.00,105.85
31/05/2017  ,CC2244  ,2134,SS MANGO MALGOVA  ,0.48,174.00,83.52
31/05/2017  ,CC2244  ,2122,SS ONION  ,0.53,48.00,25.20
31/05/2017  ,CC2244  ,2124,SS POTATO  ,0.47,52.00,24.44
31/05/2017  ,CC2245  ,2183,OT BROWN SUGAR 1  ,1.00,140.00,140.00
31/05/2017  ,CA2246  ,2293,SS GRAPES WHT  ,0.69,179.00,123.51
31/05/2017  ,CA2246  ,2656,SS MANGO ALPHONSO  ,1.64,290.00,474.15
31/05/2017  ,CC2247  ,3996,24LM KICHDI RTC  ,2.00,99.00,198.00
31/05/2017  ,CC2247  ,3707,SO MANGO HING PICKLE  ,2.00,150.00,300.00
31/05/2017  ,CC2247  ,3078,TG Masala Papad  ,1.00,65.00,65.00
31/05/2017  ,CA2248  ,2129,SS BANANA YALAKKI  ,0.71,125.00,88.75
31/05/2017  ,CA2248  ,2109,SS TOMATO NATI  ,0.38,48.00,18.24
31/05/2017  ,CA2249  ,3706,SO MANGO PICKLE  ,1.00,150.00,150.00
31/05/2017  ,CA2249  ,2126,SS CABBAGE  ,1.15,85.00,97.75
31/05/2017  ,CA2249  ,2110,SS CAULIFLOWER  ,1.00,65.00,65.00
31/05/2017  ,CA2250  ,2121,SS GARLIC  ,0.08,240.00,19.20
31/05/2017  ,CA2250  ,2122,SS ONION  ,0.94,48.00,44.88
31/05/2017  ,CA2250  ,2124,SS POTATO  ,0.59,52.00,30.68
31/05/2017  ,CC2251  ,1150,Arya Coconut Oil 500  ,1.00,195.00,195.00
31/05/2017  ,CC2251  ,3823,ARYA COW GHEE 200ML  ,1.00,230.00,230.00
31/05/2017  ,CC2251  ,1132,Arya Jaggry Lump  ,1.00,125.00,125.00
31/05/2017  ,CC2251  ,3900,G10 JAGGERY LUMPS  ,1.00,70.00,70.00
31/05/2017  ,CC2251  ,2176,OT BROWN SUGAR 500G  ,2.00,70.00,140.00
31/05/2017  ,CC2251  ,2488,OT RICE FLOUR 500G  ,1.00,49.00,49.00
31/05/2017  ,CC2252  ,3028,MO FM Xmas Tree n Fairy  ,1.00,270.00,270.00
31/05/2017  ,CC2252  ,3918,PPS COCONUT MILK  ,1.00,80.00,80.00
31/05/2017  ,CC2252  ,496,PPS Honey  ,1.00,139.00,139.00
31/05/2017  ,CA2253  ,2572,RAD HC SOFT BLACK  ,1.00,600.00,600.00
31/05/2017  ,CA2254  ,490,PPS Castor Oil  ,1.00,120.00,120.00
31/05/2017  ,CA2254  ,2148,SS CORN PCS  ,2.00,25.00,50.00
31/05/2017  ,CA2255  ,3270,ARYA PEANUT CHIKKI 100G  ,5.00,48.00,240.00
31/05/2017  ,CA2255  ,3868,G10 MOONG WHL 1KG  ,1.00,175.00,175.00
31/05/2017  ,CA2255  ,3805,OP MILK 1LTR  ,3.00,80.00,240.00
31/05/2017  ,CA2255  ,3806,OP PANEER 200G  ,2.00,94.00,188.00
31/05/2017  ,CA2255  ,1328,OT Rice White BASMATHI  ,1.00,190.00,190.00
31/05/2017  ,CA2255  ,2515,PPS ATTA 5KG  ,1.00,260.00,260.00
31/05/2017  ,CA2255  ,2129,SS BANANA YALAKKI  ,1.25,125.00,155.63
31/05/2017  ,CA2255  ,2080,SS METHI  ,4.00,35.00,140.00
31/05/2017  ,CA2255  ,3779,SS ONION GREEN BUNCH  ,2.00,28.00,56.00
31/05/2017  ,CR2256  ,3822,ARYA COW GHEE 500ML  ,1.00,555.00,555.00
31/05/2017  ,CR2256  ,3528,ARYA PROTEIN ENG DNK VANILLA 400G  ,1.00,309.00,309.00
31/05/2017  ,CR2256  ,1217,Arya Ragi Malt  ,1.00,119.00,119.00
31/05/2017  ,CC2257  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
31/05/2017  ,CC2257  ,2129,SS BANANA YALAKKI  ,0.36,125.00,45.00
31/05/2017  ,CC2257  ,2092,SS CARROT  ,0.15,120.00,17.40
31/05/2017  ,CC2257  ,2110,SS CAULIFLOWER  ,1.00,65.00,65.00
31/05/2017  ,CC2257  ,2148,SS CORN PCS  ,2.00,25.00,50.00
31/05/2017  ,CC2257  ,2293,SS GRAPES WHT  ,0.54,179.00,95.77
31/05/2017  ,CC2257  ,2656,SS MANGO ALPHONSO  ,0.30,290.00,85.55
31/05/2017  ,CC2257  ,3531,SS MANGO DASHERI  ,0.42,141.00,59.22
31/05/2017  ,CC2257  ,2133,SS MANGO RASPURI  ,0.90,174.00,156.60
31/05/2017  ,CC2257  ,3555,SS MANGO RUMANI  ,1.06,87.00,91.79
31/05/2017  ,CC2257  ,2167,SS POMOGRANATE  ,0.34,200.00,67.00
31/05/2017  ,CC2258  ,3270,ARYA PEANUT CHIKKI 100G  ,2.00,48.00,96.00
31/05/2017  ,CC2258  ,2157,NRS APPLE CINNAMON BAR 1  ,3.00,70.00,210.00
31/05/2017  ,CC2258  ,4005,NRS CRANBERRY GRANOLA  ,1.00,400.00,400.00
31/05/2017  ,CC2258  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
31/05/2017  ,CC2258  ,2568,PPS ORG CHAKLI  ,1.00,70.00,70.00
31/05/2017  ,CC2258  ,2570,PPS ORG NIPPAT  ,1.00,70.00,70.00
31/05/2017  ,CA2259  ,2691,24LM MANGO JUICE 200ML  ,2.00,25.00,50.00
31/05/2017  ,CA2259  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
31/05/2017  ,CA2259  ,2193,OT FLAX SEEDS  ,1.00,35.00,35.00
31/05/2017  ,CA2260  ,2748,Arya Virgin Coconut Oil 250ml  ,1.00,235.00,235.00
31/05/2017  ,CA2260  ,490,PPS Castor Oil  ,1.00,120.00,120.00
31/05/2017  ,CA2260  ,2293,SS GRAPES WHT  ,0.25,179.00,44.75
31/05/2017  ,CA2261  ,3915,PPS CHIA SEEDS  ,1.00,210.00,210.00
31/05/2017  ,CA2261  ,2682,PPS COCONUT SUGAR  ,1.00,360.00,360.00
31/05/2017  ,CA2261  ,3109,TG Sugar 1Kg  ,1.00,123.00,99.00
31/05/2017  ,CA2262  ,2105,SS ASHGOURD  ,0.42,60.00,20.16
31/05/2017  ,CA2262  ,2121,SS GARLIC  ,0.07,240.00,13.44
31/05/2017  ,CA2262  ,2293,SS GRAPES WHT  ,0.29,179.00,41.53
31/05/2017  ,CA2262  ,2080,SS METHI  ,1.00,35.00,28.00
31/05/2017  ,CA2262  ,2109,SS TOMATO NATI  ,0.31,48.00,11.90
31/05/2017  ,CO2263  ,3805,OP MILK 1LTR  ,1.00,80.00,80.00
31/05/2017  ,CA2264  ,3918,PPS COCONUT MILK  ,2.00,80.00,160.00
31/05/2017  ,CA2264  ,2103,SS BEANS  ,0.21,130.00,27.30
31/05/2017  ,CA2265  ,3813,ARYA BAJRA 1KG  ,1.00,76.00,76.00
31/05/2017  ,CA2265  ,2459,ARYA LITTLE MILLET  ,1.00,77.00,77.00
31/05/2017  ,CA2265  ,3517,ARYA WHITE JOWAR 1KG  ,1.00,90.00,90.00
31/05/2017  ,CA2265  ,3861,G10 FOXTAIL MILLET  500G  ,1.00,70.00,70.00
31/05/2017  ,CA2265  ,3853,G10 TURMERIC PWDR 200G  ,2.00,75.00,150.00
31/05/2017  ,CA2265  ,3326,TO PEARL BARLEY  ,2.00,65.00,130.00
31/05/2017  ,CC2266  ,448,PPS Chilli Pwdr Hot  ,1.00,43.00,43.00
31/05/2017  ,CC2266  ,446,PPS Coriander Pwdr  ,1.00,45.00,45.00
31/05/2017  ,CC2266  ,2126,SS CABBAGE  ,0.84,85.00,70.98
31/05/2017  ,CC2266  ,2092,SS CARROT  ,1.07,120.00,128.40
31/05/2017  ,CC2266  ,2109,SS TOMATO NATI  ,0.56,48.00,26.88
31/05/2017  ,CC2267  ,3527,ARYA PROTEIN ENG DNK VANILLA 200G  ,1.00,159.00,159.00
31/05/2017  ,CC2267  ,4063,OP CURD W VANILLA N RAISINS  ,2.00,65.00,130.00
31/05/2017  ,CC2268  ,3823,ARYA COW GHEE 200ML  ,1.00,230.00,230.00
31/05/2017  ,CC2268  ,1193,Arya Foxtail Payasam  ,1.00,105.00,105.00
31/05/2017  ,CC2268  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
31/05/2017  ,CC2268  ,4002,OP CURD  ,1.00,100.00,100.00
31/05/2017  ,CC2268  ,493,PPS Olive Oil 500ML  ,1.00,520.00,520.00
31/05/2017  ,CC2268  ,3726,SO GULKAND  ,1.00,184.00,184.00
31/05/2017  ,CC2268  ,2129,SS BANANA YALAKKI  ,0.46,125.00,57.50
31/05/2017  ,CC2268  ,2092,SS CARROT  ,0.47,120.00,56.40
31/05/2017  ,CC2268  ,2293,SS GRAPES WHT  ,0.29,179.00,51.02
31/05/2017  ,CC2268  ,3531,SS MANGO DASHERI  ,0.73,141.00,102.23
31/05/2017  ,CC2268  ,2135,SS MANGO SINDHURA  ,0.64,94.00,59.69
31/05/2017  ,CC2268  ,2152,SS MOSAMBI  ,0.83,125.00,103.75
31/05/2017  ,CC2268  ,2122,SS ONION  ,0.88,48.00,42.00
31/05/2017  ,CC2268  ,2132,SS SAPOTA  ,0.39,123.00,47.36
31/05/2017  ,CC2268  ,2137,SS WATER MELON  ,2.85,35.00,99.58
1/6/17,CC2269  ,3263,ARYA GN OIL 3LTR  ,1.00,888.00,888.00
1/6/17,CC2269  ,3060,TG Gongura Pickle  ,1.00,99.00,99.00
1/6/17,CC2269  ,3065,TG Honey Herbal  ,1.00,165.00,165.00
1/6/17,CC2269  ,3077,TG Mango Pickle  ,1.00,99.00,99.00
1/6/17,CC2270  ,2691,24LM MANGO JUICE 200ML  ,3.00,25.00,75.00
1/6/17,CC2270  ,1185,Arya Avalakki Delight  ,1.00,70.00,70.00
1/6/17,CC2270  ,1187,Arya MIXED DAL Chutney Pwdr 200  ,1.00,85.00,85.00
1/6/17,CC2270  ,3812,HHF EGGS P  ,6.00,130.00,780.00
1/6/17,CC2270  ,4002,OP CURD  ,1.00,100.00,100.00
1/6/17,CC2270  ,3806,OP PANEER 200G  ,2.00,94.00,188.00
1/6/17,CC2270  ,2176,OT BROWN SUGAR 500G  ,2.00,70.00,140.00
1/6/17,CC2270  ,3127,OT ROASTED CHANA DAL  ,1.00,155.00,155.00
1/6/17,CC2270  ,458,PPS Coffee Pwdr Smooth  ,2.00,175.00,350.00
1/6/17,CC2270  ,2203,PPS RICE SP RM 5KG  ,2.00,395.00,790.00
1/6/17,CC2270  ,2098,SS BITTER GOURD  ,0.18,83.00,14.53
1/6/17,CC2270  ,2122,SS ONION  ,0.37,48.00,17.52
1/6/17,CC2270  ,2124,SS POTATO  ,0.83,52.00,42.90
1/6/17,CC2270  ,2104,SS PUMPKIN  ,0.54,58.00,31.32
1/6/17,CC2270  ,2099,SS SNAKE GOURD  ,0.69,65.00,44.85
1/6/17,CC2270  ,2109,SS TOMATO NATI  ,0.71,48.00,34.08
1/6/17,CC2270  ,2194,SS VALOR  ,0.28,88.00,24.64
1/6/17,CC2270  ,3092,TG Peanuts 500g  ,1.00,105.00,105.00
1/6/17,CC2270  ,3361,TO CUMIN  ,1.00,60.00,60.00
1/6/17,CC2271  ,3865,G10 MOONG DAL 500G  ,1.00,105.00,105.00
1/6/17,CC2271  ,3870,G10 TOOR DAL 1KG  ,2.00,190.00,380.00
1/6/17,CC2271  ,476,PPS Moong Wh  ,1.00,95.00,95.00
1/6/17,CC2271  ,2129,SS BANANA YALAKKI  ,0.30,125.00,37.50
1/6/17,CC2271  ,2092,SS CARROT  ,0.41,120.00,48.60
1/6/17,CC2271  ,2122,SS ONION  ,1.13,48.00,54.24
1/6/17,CC2271  ,2124,SS POTATO  ,0.77,52.00,40.04
1/6/17,CC2271  ,2109,SS TOMATO NATI  ,0.80,48.00,38.40
1/6/17,CC2271  ,3079,TG Masoor Dal  ,1.00,97.00,97.00
1/6/17,CC2272  ,1235,NRS Sunflower Seeds  ,1.00,180.00,144.00
1/6/17,CC2272  ,2568,PPS ORG CHAKLI  ,1.00,70.00,56.00
1/6/17,CA2273  ,579,24LM Puffed Rice  ,1.00,40.00,40.00
1/6/17,CA2273  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
1/6/17,CA2273  ,2148,SS CORN PCS  ,1.00,25.00,25.00
1/6/17,CA2273  ,2124,SS POTATO  ,1.58,52.00,82.16
1/6/17,CA2273  ,2614,SS RAW MANGO KG  ,1.27,73.00,92.71
1/6/17,CC2274  ,4064,SS GRAPES THOMPSON SL  ,1.00,135.00,135.00
1/6/17,CC2274  ,4066,SS REDGLOBE GRAPES  ,1.00,150.00,150.00
1/6/17,CA2275  ,3997,24LM DESI MAZAA BITES  ,1.00,20.00,20.00
1/6/17,CA2276  ,3015,MO Chitte  ,1.00,375.00,375.00
1/6/17,CA2276  ,4114,MO IPPU TRACTOR  ,1.00,425.00,425.00
1/6/17,CA2276  ,3954,MO PEGGY BEAR  ,1.00,350.00,350.00
1/6/17,CC2277  ,2154,NRS APRICOT BAR 1  ,1.00,70.00,56.00
1/6/17,CC2277  ,1251,NRS Onion Poha  ,1.00,90.00,72.00
1/6/17,CC2277  ,2568,PPS ORG CHAKLI  ,1.00,70.00,56.00
1/6/17,CA2278  ,3270,ARYA PEANUT CHIKKI 100G  ,1.00,48.00,48.00
1/6/17,CA2278  ,1203,Arya Raisins 200  ,1.00,180.00,180.00
1/6/17,CA2278  ,3925,OT IDLY RICE 1KG  ,2.00,99.00,198.00
1/6/17,CA2278  ,2683,PPS PALM SUGAR  ,1.00,350.00,350.00
1/6/17,CA2278  ,3118,TG Urad White Whl 1Kg  ,1.00,325.00,325.00
1/6/17,CA2278  ,3364,TO MUSTARD BLK  ,1.00,30.00,30.00
1/6/17,CA2279  ,3568,OT RED RICE  ,10.00,99.00,990.00
