BillDate,InvoiceNo,StockCode,Description,Quantity,UnitPrice,Total
21/04/2017  ,CC763  ,2512,OT PEPPER BLK WHL 100G  ,1.00,190.00,190.00
21/04/2017  ,CC763  ,3937,OW GHEE 400ML  ,1.00,599.00,599.00
21/04/2017  ,CC763  ,3601,OW ZEAL QUINOA  ,1.00,199.00,199.00
21/04/2017  ,CC763  ,3706,SO MANGO PICKLE  ,1.00,150.00,150.00
21/04/2017  ,CC763  ,3670,SO RED CHILLI POWDER 250G  ,3.00,110.00,330.00
21/04/2017  ,CC763  ,2103,SS BEANS  ,0.49,120.00,58.20
21/04/2017  ,CC763  ,2101,SS BEANS CLUSTER  ,0.47,75.00,35.25
21/04/2017  ,CC763  ,2147,SS BEET ROOT  ,0.47,65.00,30.55
21/04/2017  ,CC763  ,2126,SS CABBAGE  ,0.70,80.00,55.60
21/04/2017  ,CC763  ,2598,SS CAPSICUM CLR  ,0.34,170.00,56.95
21/04/2017  ,CC763  ,2092,SS CARROT  ,0.63,120.00,75.60
21/04/2017  ,CC763  ,2106,SS COCCINIA  ,1.12,32.00,35.84
21/04/2017  ,CC763  ,2095,SS CUCUMBER GREEN  ,1.12,52.00,58.24
21/04/2017  ,CC763  ,2086,SS DRUMSTIC LEAVES  ,2.00,25.00,50.00
21/04/2017  ,CC763  ,2090,SS GINGER  ,0.17,120.00,20.40
21/04/2017  ,CC763  ,2293,SS GRAPES WHT  ,0.64,189.00,120.02
21/04/2017  ,CC763  ,2119,SS LEMON  ,0.23,145.00,33.35
21/04/2017  ,CC763  ,2135,SS MANGO SINDHURA  ,0.32,109.00,34.88
21/04/2017  ,CC763  ,2152,SS MOSAMBI  ,0.99,125.00,123.13
21/04/2017  ,CC763  ,2600,SS MUSHROOM OYSTER  ,2.00,60.00,120.00
21/04/2017  ,CC763  ,3464,SS MUSK MELON  ,1.45,48.00,69.60
21/04/2017  ,CC763  ,2122,SS ONION  ,2.70,48.00,129.60
21/04/2017  ,CC763  ,2294,SS ORANGE  ,1.26,125.00,157.50
21/04/2017  ,CC763  ,3958,SS PINEAPPLE KG  ,1.32,85.00,112.20
21/04/2017  ,CC763  ,2089,SS RADISH WHITE KG  ,0.56,52.00,28.86
21/04/2017  ,CC763  ,3470,SS RAW BANANA PCS  ,2.00,15.00,30.00
21/04/2017  ,CC763  ,2097,SS RIDGE GOURD  ,0.35,63.00,22.05
21/04/2017  ,CC763  ,2111,SS TOMATO FRM  ,0.91,46.00,41.86
21/04/2017  ,CC763  ,2109,SS TOMATO NATI  ,1.02,48.00,48.96
21/04/2017  ,CC763  ,3778,TG BILONA COW GHEE  ,1.00,649.00,649.00
21/04/2017  ,CC763  ,4000,VF MILK 1L  ,2.00,80.00,160.00
21/04/2017  ,CC764  ,639,24LM Mango Jam  ,1.00,160.00,160.00
21/04/2017  ,CC764  ,2129,SS BANANA YALAKKI  ,0.44,125.00,55.00
21/04/2017  ,CC764  ,2103,SS BEANS  ,0.47,120.00,55.80
21/04/2017  ,CC764  ,2116,SS CAPSICUM GREEN  ,0.91,85.00,77.35
21/04/2017  ,CC764  ,2092,SS CARROT  ,1.20,120.00,143.40
21/04/2017  ,CC764  ,2293,SS GRAPES WHT  ,0.25,189.00,46.31
21/04/2017  ,CC764  ,4000,VF MILK 1L  ,4.00,80.00,320.00
21/04/2017  ,CA765  ,3819,ARYA CASTOR OIL 200ML  ,1.00,99.00,99.00
21/04/2017  ,CA765  ,2081,SS AMARANTHUS  ,2.00,25.00,50.00
21/04/2017  ,CA765  ,2129,SS BANANA YALAKKI  ,1.19,125.00,148.75
21/04/2017  ,CA765  ,2103,SS BEANS  ,0.41,120.00,49.20
21/04/2017  ,CA765  ,2147,SS BEET ROOT  ,0.62,65.00,40.30
21/04/2017  ,CA765  ,2108,SS BRINJAL GREEN LONG  ,0.49,80.00,38.80
21/04/2017  ,CA765  ,2656,SS MANGO ALPHONSO  ,2.02,290.00,585.80
21/04/2017  ,CA765  ,2122,SS ONION  ,1.73,48.00,83.04
21/04/2017  ,CA765  ,2124,SS POTATO  ,2.00,62.00,124.00
21/04/2017  ,CA765  ,2104,SS PUMPKIN  ,1.55,39.00,60.45
21/04/2017  ,CA765  ,2194,SS VALOR  ,0.43,78.00,33.15
21/04/2017  ,CC766  ,3814,ARYA BARNYARD MILLET 1KG  ,1.00,122.00,122.00
21/04/2017  ,CC766  ,1125,Arya Foxtail Millet  ,1.00,75.00,75.00
21/04/2017  ,CC766  ,3815,ARYA FOXTAIL MILLET 1KG  ,2.00,146.00,292.00
21/04/2017  ,CC766  ,3816,ARYA KODO MILLET 1KG  ,1.00,130.00,130.00
21/04/2017  ,CC766  ,3817,ARYA LITTLE MILLET 1KG  ,2.00,150.00,300.00
21/04/2017  ,CC766  ,3583,OW REAL GINGER CHAI 25  ,1.00,149.00,149.00
21/04/2017  ,CC766  ,3601,OW ZEAL QUINOA  ,4.00,199.00,796.00
21/04/2017  ,CC767  ,1216,ARYA MULTI GRAIN MALT 200G  ,2.00,119.00,238.00
21/04/2017  ,CC767  ,3529,ARYA RAGI MALT 400G  ,1.00,229.00,229.00
21/04/2017  ,CC767  ,2125,SS SWEET POTATO  ,1.09,52.00,56.42
21/04/2017  ,CR768  ,3812,HHF EGGS P  ,5.00,130.00,520.00
21/04/2017  ,CR768  ,2493,OT SUGAR 1KG  ,1.00,130.00,104.00
21/04/2017  ,CR768  ,3843,SS BABY CORN P  ,2.00,40.00,64.00
21/04/2017  ,CR768  ,2129,SS BANANA YALAKKI  ,0.72,125.00,71.50
21/04/2017  ,CR768  ,2103,SS BEANS  ,0.79,120.00,75.84
21/04/2017  ,CR768  ,2162,SS BRINJAL ROUND  ,0.29,73.00,16.94
21/04/2017  ,CR768  ,2095,SS CUCUMBER GREEN  ,1.06,48.00,40.51
21/04/2017  ,CR768  ,2115,SS DRUMSTICK  ,0.16,116.00,14.38
21/04/2017  ,CR768  ,2119,SS LEMON  ,0.36,145.00,41.76
21/04/2017  ,CR768  ,2656,SS MANGO ALPHONSO  ,0.85,290.00,197.20
21/04/2017  ,CR768  ,3464,SS MUSK MELON  ,1.45,48.00,55.49
21/04/2017  ,CR768  ,2294,SS ORANGE  ,2.11,125.00,210.51
21/04/2017  ,CR768  ,2131,SS PAPAYA  ,1.66,65.00,86.06
21/04/2017  ,CR768  ,2089,SS RADISH WHITE KG  ,0.40,52.00,16.43
21/04/2017  ,CR768  ,2137,SS WATER MELON  ,1.63,41.00,53.31
21/04/2017  ,CR768  ,3081,TG Moong Dal 500g  ,1.00,129.00,103.20
21/04/2017  ,CR768  ,3103,TG SM Rice 5Kg  ,1.00,419.00,335.20
21/04/2017  ,CR768  ,3112,TG Tur Dal 1Kg  ,1.00,199.00,159.20
21/04/2017  ,CR768  ,3117,TG Urad White Split 500g  ,2.00,164.00,262.40
21/04/2017  ,CC769  ,3901,G10 RED POHA 500G  ,1.00,66.00,66.00
21/04/2017  ,CC769  ,3628,MH BABY WASH TOWEL3-WHITE  ,1.00,399.00,399.00
21/04/2017  ,CC769  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
21/04/2017  ,CC769  ,2129,SS BANANA YALAKKI  ,0.68,125.00,84.38
21/04/2017  ,CC769  ,2103,SS BEANS  ,0.51,120.00,60.60
21/04/2017  ,CC769  ,2101,SS BEANS CLUSTER  ,0.27,75.00,20.25
21/04/2017  ,CC769  ,2118,SS BEANS LONG  ,0.46,109.00,49.60
21/04/2017  ,CC769  ,2096,SS BOTTLE GOURD  ,1.05,52.00,54.60
21/04/2017  ,CC769  ,2162,SS BRINJAL ROUND  ,0.46,73.00,33.58
21/04/2017  ,CC769  ,2116,SS CAPSICUM GREEN  ,0.38,85.00,32.30
21/04/2017  ,CC769  ,2092,SS CARROT  ,0.35,120.00,41.40
21/04/2017  ,CC769  ,2114,SS CHILLI GREEN  ,0.15,85.00,12.75
21/04/2017  ,CC769  ,2106,SS COCCINIA  ,0.52,32.00,16.64
21/04/2017  ,CC769  ,2082,SS DILL  ,1.00,28.00,28.00
21/04/2017  ,CC769  ,2093,SS ENG CUCUMBER  ,0.46,48.00,22.08
21/04/2017  ,CC769  ,2150,SS GUAVA  ,0.14,78.00,10.92
21/04/2017  ,CC769  ,3464,SS MUSK MELON  ,0.66,48.00,31.68
21/04/2017  ,CC769  ,2122,SS ONION  ,0.83,48.00,39.84
21/04/2017  ,CC769  ,2131,SS PAPAYA  ,0.68,65.00,43.88
21/04/2017  ,CC769  ,2167,SS POMOGRANATE  ,0.34,200.00,67.00
21/04/2017  ,CC769  ,2124,SS POTATO  ,0.63,62.00,38.75
21/04/2017  ,CC769  ,2089,SS RADISH WHITE KG  ,0.46,52.00,23.92
21/04/2017  ,CC769  ,2097,SS RIDGE GOURD  ,0.55,63.00,34.65
21/04/2017  ,CC769  ,2132,SS SAPOTA  ,0.63,123.00,76.88
21/04/2017  ,CC769  ,2111,SS TOMATO FRM  ,0.72,46.00,33.12
21/04/2017  ,CC770  ,3815,ARYA FOXTAIL MILLET 1KG  ,1.00,140.00,140.00
21/04/2017  ,CC770  ,4097,BI CLOTHING PEGS  ,3.00,130.00,390.00
21/04/2017  ,CC770  ,4080,BI TOOTHBRUSH A S WHT  ,1.00,146.00,146.00
21/04/2017  ,CC770  ,2976,DD LEAVE IT POT T  ,1.00,800.00,800.00
21/04/2017  ,CC771  ,1152,Arya GN Oil 1ltr  ,1.00,320.00,320.00
21/04/2017  ,CC771  ,4002,OP CURD  ,1.00,100.00,100.00
21/04/2017  ,CC771  ,1347,OT Atta  ,1.00,58.00,58.00
21/04/2017  ,CC771  ,2129,SS BANANA YALAKKI  ,1.14,125.00,141.88
21/04/2017  ,CC771  ,2108,SS BRINJAL GREEN LONG  ,0.43,80.00,34.00
21/04/2017  ,CC771  ,2095,SS CUCUMBER GREEN  ,0.77,48.00,36.72
21/04/2017  ,CC771  ,2293,SS GRAPES WHT  ,0.42,189.00,79.38
21/04/2017  ,CC771  ,2133,SS MANGO RASPURI  ,0.92,174.00,160.08
21/04/2017  ,CC771  ,3464,SS MUSK MELON  ,0.58,48.00,27.60
21/04/2017  ,CC771  ,2122,SS ONION  ,0.63,48.00,30.24
21/04/2017  ,CC771  ,2167,SS POMOGRANATE  ,0.67,200.00,133.00
21/04/2017  ,CC771  ,2089,SS RADISH WHITE KG  ,0.46,52.00,23.92
21/04/2017  ,CC771  ,2111,SS TOMATO FRM  ,0.68,46.00,31.28
21/04/2017  ,CC772  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
21/04/2017  ,CC772  ,2081,SS AMARANTHUS  ,1.00,25.00,25.00
21/04/2017  ,CC772  ,2566,SS AMLA  ,0.27,84.00,22.68
21/04/2017  ,CC772  ,2129,SS BANANA YALAKKI  ,0.52,125.00,65.00
21/04/2017  ,CC772  ,2103,SS BEANS  ,0.24,120.00,28.20
21/04/2017  ,CC772  ,2147,SS BEET ROOT  ,0.17,65.00,11.05
21/04/2017  ,CC772  ,2098,SS BITTER GOURD  ,0.43,83.00,35.69
21/04/2017  ,CC772  ,2162,SS BRINJAL ROUND  ,0.51,73.00,37.23
21/04/2017  ,CC772  ,2126,SS CABBAGE  ,0.49,80.00,39.20
21/04/2017  ,CC772  ,2116,SS CAPSICUM GREEN  ,0.37,85.00,31.45
21/04/2017  ,CC772  ,2092,SS CARROT  ,0.33,120.00,39.60
21/04/2017  ,CC772  ,2114,SS CHILLI GREEN  ,0.27,85.00,22.53
21/04/2017  ,CC772  ,2115,SS DRUMSTICK  ,0.12,116.00,13.92
21/04/2017  ,CC772  ,2293,SS GRAPES WHT  ,0.58,178.00,103.24
21/04/2017  ,CC772  ,2150,SS GUAVA  ,0.78,78.00,60.45
21/04/2017  ,CC772  ,2119,SS LEMON  ,0.14,145.00,19.58
21/04/2017  ,CC772  ,2656,SS MANGO ALPHONSO  ,0.63,290.00,182.70
21/04/2017  ,CC772  ,2078,SS MINT  ,1.00,17.00,17.00
21/04/2017  ,CC772  ,2079,SS PALAK  ,1.00,28.00,28.00
21/04/2017  ,CC772  ,2167,SS POMOGRANATE  ,1.12,200.00,224.00
21/04/2017  ,CC772  ,2104,SS PUMPKIN  ,0.21,58.00,12.18
21/04/2017  ,CC772  ,2097,SS RIDGE GOURD  ,0.58,63.00,36.54
21/04/2017  ,CC772  ,2109,SS TOMATO NATI  ,1.05,48.00,50.16
21/04/2017  ,CC772  ,2194,SS VALOR  ,0.36,78.00,28.08
21/04/2017  ,CC772  ,2137,SS WATER MELON  ,1.89,41.00,77.49
21/04/2017  ,CC772  ,3048,TG Cumin  ,2.00,56.00,112.00
21/04/2017  ,CC772  ,3083,TG Mustard  ,2.00,35.00,70.00
21/04/2017  ,CC772  ,3117,TG Urad White Split 500g  ,1.00,164.00,164.00
21/04/2017  ,CC773  ,3556,24LM KANDA POHA  ,3.00,60.00,180.00
21/04/2017  ,CC773  ,3995,24LM PONGAL RTC  ,1.00,99.00,99.00
21/04/2017  ,CC773  ,2525,PPS VEGETABLE UPMA 250G  ,5.00,90.00,450.00
21/04/2017  ,CC773  ,3736,SO COW GHEE 500ML  ,2.00,448.00,896.00
21/04/2017  ,CC773  ,2081,SS AMARANTHUS  ,2.00,25.00,50.00
21/04/2017  ,CC773  ,2116,SS CAPSICUM GREEN  ,0.32,85.00,27.20
21/04/2017  ,CC773  ,2656,SS MANGO ALPHONSO  ,1.72,290.00,498.80
21/04/2017  ,CC773  ,2133,SS MANGO RASPURI  ,2.42,174.00,420.21
21/04/2017  ,CC773  ,3464,SS MUSK MELON  ,1.48,48.00,71.04
21/04/2017  ,CC773  ,2122,SS ONION  ,1.00,48.00,48.00
21/04/2017  ,CC773  ,2097,SS RIDGE GOURD  ,0.33,63.00,20.79
21/04/2017  ,CC773  ,2111,SS TOMATO FRM  ,0.91,46.00,41.86
21/04/2017  ,CC773  ,4000,VF MILK 1L  ,2.00,80.00,160.00
21/04/2017  ,CC774  ,3925,OT IDLY RICE 1KG  ,2.00,99.00,158.40
21/04/2017  ,CC774  ,463,PPS Fried Gram  ,1.00,105.00,84.00
21/04/2017  ,CC774  ,3843,SS BABY CORN P  ,1.00,40.00,32.00
21/04/2017  ,CC774  ,2129,SS BANANA YALAKKI  ,0.33,125.00,33.00
21/04/2017  ,CC774  ,2103,SS BEANS  ,0.54,120.00,51.36
21/04/2017  ,CC774  ,2162,SS BRINJAL ROUND  ,0.52,73.00,30.37
21/04/2017  ,CC774  ,2092,SS CARROT  ,0.28,120.00,26.88
21/04/2017  ,CC774  ,2115,SS DRUMSTICK  ,0.23,116.00,21.34
21/04/2017  ,CC774  ,2093,SS ENG CUCUMBER  ,0.49,48.00,18.62
21/04/2017  ,CC774  ,2090,SS GINGER  ,0.22,120.00,21.12
21/04/2017  ,CC774  ,2293,SS GRAPES WHT  ,0.53,178.00,75.47
21/04/2017  ,CC774  ,2150,SS GUAVA  ,0.24,78.00,14.98
21/04/2017  ,CC774  ,2656,SS MANGO ALPHONSO  ,1.04,290.00,240.12
21/04/2017  ,CC774  ,2133,SS MANGO RASPURI  ,0.48,174.00,66.12
21/04/2017  ,CC774  ,2152,SS MOSAMBI  ,5.30,125.00,530.00
21/04/2017  ,CC774  ,2122,SS ONION  ,1.09,48.00,41.86
21/04/2017  ,CC774  ,2079,SS PALAK  ,1.00,28.00,22.40
21/04/2017  ,CC774  ,2124,SS POTATO  ,1.07,62.00,52.82
21/04/2017  ,CC774  ,2097,SS RIDGE GOURD  ,0.23,63.00,11.59
21/04/2017  ,CC774  ,2132,SS SAPOTA  ,0.29,123.00,28.54
21/04/2017  ,CC774  ,2111,SS TOMATO FRM  ,1.04,46.00,38.27
21/04/2017  ,CC774  ,2109,SS TOMATO NATI  ,1.07,48.00,40.90
21/04/2017  ,CC774  ,3109,TG Sugar 1Kg  ,2.00,123.00,196.80
21/04/2017  ,CC775  ,2103,SS BEANS  ,0.40,120.00,48.00
21/04/2017  ,CC775  ,2098,SS BITTER GOURD  ,0.27,83.00,22.41
21/04/2017  ,CC775  ,2116,SS CAPSICUM GREEN  ,0.17,85.00,14.45
21/04/2017  ,CC775  ,2092,SS CARROT  ,0.06,120.00,7.20
21/04/2017  ,CC775  ,2106,SS COCCINIA  ,0.83,32.00,26.56
21/04/2017  ,CC775  ,2122,SS ONION  ,1.01,48.00,48.48
21/04/2017  ,CC775  ,2111,SS TOMATO FRM  ,1.02,46.00,46.92
21/04/2017  ,CC775  ,2194,SS VALOR  ,0.29,78.00,22.62
21/04/2017  ,CA776  ,1124,Arya Ragi  ,1.00,87.00,87.00
21/04/2017  ,CA776  ,3812,HHF EGGS P  ,1.00,130.00,130.00
21/04/2017  ,CA776  ,1342,OT Chana Dal  ,1.00,130.00,130.00
21/04/2017  ,CA776  ,2185,OT CUMIN WH  ,1.00,65.00,65.00
21/04/2017  ,CA776  ,2566,SS AMLA  ,0.13,84.00,10.92
21/04/2017  ,CA776  ,2114,SS CHILLI GREEN  ,0.09,85.00,7.65
21/04/2017  ,CA776  ,2082,SS DILL  ,1.00,28.00,28.00
21/04/2017  ,CA776  ,2115,SS DRUMSTICK  ,0.10,116.00,11.60
21/04/2017  ,CA776  ,2121,SS GARLIC  ,0.04,254.00,10.16
21/04/2017  ,CA776  ,2090,SS GINGER  ,0.04,120.00,4.20
21/04/2017  ,CA776  ,2150,SS GUAVA  ,0.12,78.00,9.36
21/04/2017  ,CA776  ,2119,SS LEMON  ,0.04,120.00,4.80
21/04/2017  ,CA776  ,2656,SS MANGO ALPHONSO  ,0.74,290.00,214.60
21/04/2017  ,CA776  ,2122,SS ONION  ,0.92,48.00,43.92
21/04/2017  ,CA776  ,2089,SS RADISH WHITE KG  ,0.17,52.00,8.84
21/04/2017  ,CA776  ,2614,SS RAW MANGO KG  ,0.24,85.00,20.40
21/04/2017  ,CA776  ,2132,SS SAPOTA  ,0.21,123.00,25.83
21/04/2017  ,CA776  ,2111,SS TOMATO FRM  ,0.31,46.00,14.03
21/04/2017  ,CC777  ,3757,AF INS PARIJATHAK  ,1.00,25.00,25.00
21/04/2017  ,CC777  ,3755,AF INS SANDAL  ,1.00,25.00,25.00
21/04/2017  ,CC777  ,3901,G10 RED POHA 500G  ,1.00,66.00,66.00
21/04/2017  ,CC777  ,4002,OP CURD  ,1.00,100.00,100.00
21/04/2017  ,CC777  ,2081,SS AMARANTHUS  ,1.00,25.00,25.00
21/04/2017  ,CC777  ,2129,SS BANANA YALAKKI  ,0.31,125.00,38.13
21/04/2017  ,CC777  ,2101,SS BEANS CLUSTER  ,0.22,75.00,16.13
21/04/2017  ,CC777  ,2147,SS BEET ROOT  ,0.78,65.00,50.70
21/04/2017  ,CC777  ,2598,SS CAPSICUM CLR  ,0.14,170.00,23.80
21/04/2017  ,CC777  ,2116,SS CAPSICUM GREEN  ,0.17,85.00,14.45
21/04/2017  ,CC777  ,2092,SS CARROT  ,0.42,120.00,49.80
21/04/2017  ,CC777  ,2106,SS COCCINIA  ,0.14,32.00,4.48
21/04/2017  ,CC777  ,2095,SS CUCUMBER GREEN  ,0.61,48.00,29.28
21/04/2017  ,CC777  ,2150,SS GUAVA  ,0.22,78.00,17.16
21/04/2017  ,CC777  ,2294,SS ORANGE  ,0.08,97.00,7.76
21/04/2017  ,CC777  ,2167,SS POMOGRANATE  ,0.62,200.00,123.00
21/04/2017  ,CC777  ,2124,SS POTATO  ,0.46,62.00,28.52
21/04/2017  ,CC777  ,2089,SS RADISH WHITE KG  ,0.30,52.00,15.60
21/04/2017  ,CC778  ,3812,HHF EGGS P  ,2.00,130.00,260.00
21/04/2017  ,CC778  ,3806,OP PANEER 200G  ,1.00,94.00,94.00
21/04/2017  ,CC778  ,3670,SO RED CHILLI POWDER 250G  ,1.00,110.00,110.00
21/04/2017  ,CC778  ,2162,SS BRINJAL ROUND  ,0.29,73.00,20.81
21/04/2017  ,CC778  ,2114,SS CHILLI GREEN  ,0.12,85.00,10.20
21/04/2017  ,CC778  ,2115,SS DRUMSTICK  ,0.15,116.00,16.82
21/04/2017  ,CC778  ,2293,SS GRAPES WHT  ,0.81,178.00,143.29
21/04/2017  ,CC778  ,3464,SS MUSK MELON  ,0.86,48.00,41.28
21/04/2017  ,CC778  ,2104,SS PUMPKIN  ,0.32,58.00,18.27
21/04/2017  ,CC778  ,2089,SS RADISH WHITE KG  ,0.28,52.00,14.30
21/04/2017  ,CC778  ,2614,SS RAW MANGO KG  ,0.22,85.00,18.70
21/04/2017  ,CC778  ,4000,VF MILK 1L  ,1.00,80.00,80.00
21/04/2017  ,CC779  ,2692,24LM APPLE JUICE 200ML  ,1.00,35.00,35.00
21/04/2017  ,CC779  ,2691,24LM MANGO JUICE 200ML  ,1.00,25.00,25.00
21/04/2017  ,CC779  ,3903,G10 WHITE POHA 500G  ,1.00,55.00,55.00
21/04/2017  ,CC779  ,4002,OP CURD  ,1.00,100.00,100.00
21/04/2017  ,CC779  ,483,PPS Rava  ,1.00,85.00,85.00
21/04/2017  ,CC779  ,2579,RAD HENNA POWDER  ,1.00,90.00,90.00
21/04/2017  ,CC779  ,2103,SS BEANS  ,0.56,120.00,67.20
21/04/2017  ,CC779  ,4065,SS GRAPES PURPLE SL  ,1.00,135.00,135.00
21/04/2017  ,CC779  ,2656,SS MANGO ALPHONSO  ,0.62,290.00,178.35
21/04/2017  ,CC779  ,2135,SS MANGO SINDHURA  ,0.49,109.00,53.41
21/04/2017  ,CC779  ,2167,SS POMOGRANATE  ,0.34,200.00,67.00
21/04/2017  ,CC779  ,2132,SS SAPOTA  ,0.36,123.00,44.28
21/04/2017  ,CC779  ,3035,TG Assam Tea  ,1.00,155.00,155.00
21/04/2017  ,CC779  ,3068,TG Jaggery Pwdr  ,1.00,69.00,69.00
21/04/2017  ,CC779  ,3096,TG Rock Salt  ,1.00,65.00,65.00
21/04/2017  ,CC779  ,3109,TG Sugar 1Kg  ,1.00,123.00,123.00
21/04/2017  ,CC779  ,3112,TG Tur Dal 1Kg  ,2.00,199.00,398.00
21/04/2017  ,CC779  ,3114,TG Turmeric Pwdr  ,1.00,39.00,39.00
21/04/2017  ,CC779  ,3364,TO MUSTARD BLK  ,1.00,30.00,30.00
21/04/2017  ,CC779  ,4000,VF MILK 1L  ,1.00,80.00,80.00
21/04/2017  ,CC780  ,2092,SS CARROT  ,0.28,120.00,33.60
21/04/2017  ,CC780  ,2656,SS MANGO ALPHONSO  ,0.64,290.00,185.60
21/04/2017  ,CC780  ,2122,SS ONION  ,0.78,48.00,37.20
21/04/2017  ,CC780  ,2124,SS POTATO  ,1.12,62.00,69.13
21/04/2017  ,CC780  ,2089,SS RADISH WHITE KG  ,0.39,52.00,20.02
21/04/2017  ,CC780  ,2111,SS TOMATO FRM  ,0.97,46.00,44.62
21/04/2017  ,CC781  ,2457,ARYA KODO MILLET  ,1.00,63.00,63.00
21/04/2017  ,CC781  ,3517,ARYA WHITE JOWAR 1KG  ,1.00,90.00,90.00
21/04/2017  ,CC781  ,2544,DUSG HEART CHAKRA L  ,1.00,890.00,667.50
21/04/2017  ,CC781  ,3812,HHF EGGS P  ,1.00,130.00,130.00
21/04/2017  ,CC781  ,1341,OT Masoor MALKA WHL  ,1.00,99.00,99.00
21/04/2017  ,CC781  ,3571,OT WHOLE WHEAT 5  ,1.00,250.00,250.00
21/04/2017  ,CC781  ,3723,SO PASTA MACRONI  ,1.00,69.00,69.00
21/04/2017  ,CC781  ,2129,SS BANANA YALAKKI  ,0.52,125.00,64.38
21/04/2017  ,CC781  ,2162,SS BRINJAL ROUND  ,0.21,73.00,15.33
21/04/2017  ,CC781  ,2114,SS CHILLI GREEN  ,0.13,85.00,11.05
21/04/2017  ,CC781  ,3464,SS MUSK MELON  ,0.62,48.00,29.76
21/04/2017  ,CC781  ,2167,SS POMOGRANATE  ,0.36,200.00,72.00
21/04/2017  ,CC781  ,2109,SS TOMATO NATI  ,0.23,48.00,10.80
21/04/2017  ,CC781  ,3051,TG Fenugreek  ,1.00,38.00,38.00
21/04/2017  ,CC781  ,3108,TG Sugar 500g  ,1.00,65.00,65.00
21/04/2017  ,CA782  ,3785,OT CUMIN WHL 200G  ,1.00,125.00,125.00
21/04/2017  ,CR783  ,2692,24LM APPLE JUICE 200ML  ,4.00,35.00,140.00
21/04/2017  ,CR783  ,2103,SS BEANS  ,0.49,120.00,58.20
21/04/2017  ,CR783  ,2118,SS BEANS LONG  ,0.47,109.00,51.23
21/04/2017  ,CR783  ,2162,SS BRINJAL ROUND  ,0.53,73.00,38.33
21/04/2017  ,CR783  ,2106,SS COCCINIA  ,0.56,32.00,17.92
21/04/2017  ,CR783  ,4064,SS GRAPES THOMPSON SL  ,1.00,135.00,135.00
21/04/2017  ,CR783  ,2293,SS GRAPES WHT  ,0.46,178.00,81.88
21/04/2017  ,CR783  ,2150,SS GUAVA  ,0.35,78.00,27.30
21/04/2017  ,CR783  ,2122,SS ONION  ,0.92,48.00,44.16
21/04/2017  ,CR783  ,2124,SS POTATO  ,5.00,62.00,310.00
21/04/2017  ,CR783  ,2089,SS RADISH WHITE KG  ,0.55,52.00,28.34
21/04/2017  ,CR783  ,2614,SS RAW MANGO KG  ,0.81,85.00,68.43
21/04/2017  ,CR783  ,2097,SS RIDGE GOURD  ,0.83,63.00,52.29
21/04/2017  ,CR783  ,3041,TG Cashew Whl  ,1.00,145.00,145.00
21/04/2017  ,CA784  ,4064,SS GRAPES THOMPSON SL  ,1.00,135.00,135.00
21/04/2017  ,CA785  ,2293,SS GRAPES WHT  ,0.60,178.00,105.91
21/04/2017  ,CA785  ,4000,VF MILK 1L  ,1.00,80.00,80.00
21/04/2017  ,CC786  ,2165,KANSAL BRUN EGG 6PCS  ,1.00,100.00,100.00
21/04/2017  ,CC786  ,453,PPS Garam Masala  ,1.00,85.00,85.00
21/04/2017  ,CC786  ,3843,SS BABY CORN P  ,1.00,40.00,40.00
21/04/2017  ,CC786  ,2116,SS CAPSICUM GREEN  ,0.31,85.00,25.93
21/04/2017  ,CC786  ,2114,SS CHILLI GREEN  ,0.05,85.00,3.83
21/04/2017  ,CC786  ,2093,SS ENG CUCUMBER  ,0.20,48.00,9.60
21/04/2017  ,CC786  ,2121,SS GARLIC  ,0.05,254.00,12.70
21/04/2017  ,CC786  ,4064,SS GRAPES THOMPSON SL  ,1.00,135.00,135.00
21/04/2017  ,CC786  ,2150,SS GUAVA  ,0.46,78.00,35.49
21/04/2017  ,CC786  ,2119,SS LEMON  ,0.20,120.00,23.40
21/04/2017  ,CC786  ,2133,SS MANGO RASPURI  ,1.19,174.00,207.06
21/04/2017  ,CC786  ,2122,SS ONION  ,0.44,48.00,21.12
21/04/2017  ,CC786  ,2109,SS TOMATO NATI  ,0.35,48.00,16.80
21/04/2017  ,CA787  ,2692,24LM APPLE JUICE 200ML  ,1.00,35.00,35.00
21/04/2017  ,CA787  ,2691,24LM MANGO JUICE 200ML  ,1.00,25.00,25.00
21/04/2017  ,CA787  ,2081,SS AMARANTHUS  ,1.00,25.00,25.00
21/04/2017  ,CA787  ,2129,SS BANANA YALAKKI  ,0.84,125.00,105.00
21/04/2017  ,CA787  ,2103,SS BEANS  ,1.07,120.00,128.40
21/04/2017  ,CA787  ,2101,SS BEANS CLUSTER  ,0.27,75.00,20.25
21/04/2017  ,CA787  ,2118,SS BEANS LONG  ,0.37,109.00,40.33
21/04/2017  ,CA787  ,2126,SS CABBAGE  ,0.45,80.00,36.00
21/04/2017  ,CA787  ,2092,SS CARROT  ,0.57,120.00,68.40
21/04/2017  ,CA787  ,2082,SS DILL  ,1.00,28.00,28.00
21/04/2017  ,CA787  ,2293,SS GRAPES WHT  ,0.37,178.00,65.86
21/04/2017  ,CA787  ,2122,SS ONION  ,1.12,48.00,53.52
