PC_NAME,PARTY_ABB,VOTES_POLLED,POSITION
BARDDHAMAN - DURGAPUR,SUCI,4956.0,7
BARDDHAMAN - DURGAPUR,CPI(ML)(L),2275.0,8
BARDDHAMAN - DURGAPUR,MPOI,1437.0,9
BARDDHAMAN - DURGAPUR,JDP,1190.0,10
BARDDHAMAN - DURGAPUR,BMUP,679.0,11
BARDDHAMAN PURBA,AITC,647835.0,1
BARDDHAMAN PURBA,CPM_INC,578917.0,2
BARDDHAMAN PURBA,BJP,118843.0,3
BARDDHAMAN PURBA,NOTA,16605.0,4
BARDDHAMAN PURBA,BSP,11233.0,5
BARDDHAMAN PURBA,IND,5133.0,6
BARDDHAMAN PURBA,CPI(ML)(L),4446.0,7
BARDDHAMAN PURBA,PDS,3355.0,8
BARDDHAMAN PURBA,JDP,2982.0,9
BARDDHAMAN PURBA,SUCI,1690.0,10
BARDDHAMAN PURBA,SP(I),997.0,11
BASIRHAT,AITC,669104.0,1
BASIRHAT,CPM_INC,507292.0,2
BASIRHAT,BJP,157540.0,3
BASIRHAT,NOTA,17511.0,4
BASIRHAT,BSP,15661.0,5
BASIRHAT,SUCI,3429.0,6
BASIRHAT,IND,2931.0,7
BASIRHAT,AMB,1890.0,8
BASIRHAT,CPI(ML)(L),1462.0,9
BASIRHAT,PDS,964.0,10
BASIRHAT,RPI(A),903.0,11
BIRBHUM,AITC,631694.0,1
BIRBHUM,CPM_INC,510092.0,2
BIRBHUM,BJP,138932.0,3
BIRBHUM,NOTA,20149.0,4
BIRBHUM,IND,15104.0,5
BIRBHUM,BSP,8663.0,6
BIRBHUM,SUCI,7933.0,7
BIRBHUM,BMUP,2906.0,8
BIRBHUM,SP,2059.0,9
BIRBHUM,MPOI,1530.0,10
BIRBHUM,WPOI,1119.0,11
BIRBHUM,CPI(ML)(L),1041.0,12
BIRBHUM,RLD,866.0,13
BISHNUPUR,AITC,711137.0,1
BISHNUPUR,CPM_INC,636598.0,2
BISHNUPUR,BJP,133518.0,3
BISHNUPUR,NOTA,29037.0,4
BISHNUPUR,BSP,15373.0,5
BISHNUPUR,IND,13823.0,6
BISHNUPUR,SUCI,7648.0,7
BISHNUPUR,BMUP,6120.0,8
BISHNUPUR,CPIM,2433.0,9
BISHNUPUR,CPI(ML)(L),1539.0,10
BISHNUPUR,PDS,1203.0,11
BOLPUR,AITC,651953.0,1
BOLPUR,CPM_INC,531718.0,2
BOLPUR,BJP,143004.0,3
BOLPUR,NOTA,26186.0,4
BOLPUR,IND,7892.0,5
BOLPUR,SUCI,6923.0,6
BOLPUR,BSP,5850.0,7
BOLPUR,MPOI,1519.0,8
BOLPUR,SP,1502.0,9
BOLPUR,WPOI,864.0,10
BOLPUR,JD(S),802.0,11
DARJILING,AITC,370964.0,1
DARJILING,CPM_INC,295183.0,2
DARJILING,GOJAM,253557.0,3
DARJILING,BJP,112634.0,4
DARJILING,IND,108910.0,5
DARJILING,NOTA,28075.0,6
DARJILING,grac,12001.0,7
DARJILING,JDP,4214.0,8
DARJILING,BSP,4137.0,9
DARJILING,KPPU,2464.0,10
DARJILING,CPI(ML)(L),1596.0,11
DARJILING,SUCI,1577.0,12
DARJILING,BMUP,1474.0,13
DARJILING,JMM,618.0,14
DARJILING,AMB,491.0,15
DARJILING,ABHM,334.0,16
DIAMOND HARBOUR,AITC,548867.0,1
DIAMOND HARBOUR,CPM_INC,455391.0,2
DIAMOND HARBOUR,BJP,98180.0,3
DIAMOND HARBOUR,NOTA,15582.0,4
DIAMOND HARBOUR,IND,6514.0,5
DIAMOND HARBOUR,BSP,4884.0,6
DIAMOND HARBOUR,SUCI,2973.0,7
DIAMOND HARBOUR,CPI(ML)(L),2719.0,8
DIAMOND HARBOUR,PDS,2635.0,9
DIAMOND HARBOUR,WPOI,1907.0,10
DIAMOND HARBOUR,LJP,1328.0,11
DIAMOND HARBOUR,IUML,939.0,12
DIAMOND HARBOUR,RLD,703.0,13
DIAMOND HARBOUR,IUC,313.0,14
DUM DUM,AITC,531542.0,1
DUM DUM,CPM_INC,485769.0,2
DUM DUM,BJP,105848.0,3
DUM DUM,NOTA,23579.0,4
DUM DUM,BSP,7865.0,5
DUM DUM,IND,6273.0,6
DUM DUM,PDS,1674.0,7
DUM DUM,AAAP,1150.0,8
DUM DUM,RaJSP,949.0,9
DUM DUM,CPI(ML)(L),399.0,10
GHATAL,AITC,733300.0,1
GHATAL,CPM_INC,593827.0,2
GHATAL,BJP,89273.0,3
GHATAL,NOTA,16225.0,4
GHATAL,SUCI,12011.0,5
GHATAL,IND,8684.0,6
GHATAL,BhNP,1524.0,7
GHATAL,PDS,717.0,8
GHATAL,AMB,635.0,9
HAORA,AITC,575522.0,1
HAORA,CPM_INC,390274.0,2
HAORA,BJP,158237.0,3
HAORA,IND,17848.0,4
HAORA,NOTA,17798.0,5
HAORA,BSP,5304.0,6
HAORA,SUCI,3449.0,7
HAORA,IUC,2545.0,8
HAORA,MHB,473.0,9
HAORA,PDS,441.0,10
HAORA,STPI,245.0,11
HAORA,JD(S),197.0,12
HUGLI,AITC,690515.0,1
HUGLI,CPM_INC,544734.0,2
HUGLI,BJP,123287.0,3
HUGLI,NOTA,25773.0,4
HUGLI,IND,10407.0,5
HUGLI,CPI(ML)(L),6767.0,6
HUGLI,SUCI,4877.0,7
HUGLI,PDS,4173.0,8
HUGLI,BSP,1852.0,9
HUGLI,FDLP,1712.0,10
HUGLI,JMM,1509.0,11
HUGLI,JDP,1439.0,12
JADAVPUR,AITC,668377.0,1
JADAVPUR,CPM_INC,558496.0,2
JADAVPUR,BJP,95832.0,3
JADAVPUR,NOTA,20463.0,4
JADAVPUR,SUCI,14052.0,5
JADAVPUR,IND,12215.0,6
JADAVPUR,BSP,5875.0,7
JADAVPUR,WPOI,4039.0,8
JADAVPUR,LJP,3116.0,9
JADAVPUR,MPOI,1419.0,10
JADAVPUR,SHS,1032.0,11
JALPAIGURI,AITC,636268.0,1
JALPAIGURI,CPM_INC,523667.0,2
JALPAIGURI,BJP,179679.0,3
JALPAIGURI,NOTA,24427.0,4
JALPAIGURI,BSP,19120.0,5
JALPAIGURI,SUCI,13634.0,6
JALPAIGURI,KPPU,10816.0,7
JALPAIGURI,AMB,4199.0,8
JALPAIGURI,IND,4049.0,9
JALPAIGURI,CPI(ML)(L),1701.0,10
JANGIPUR,CPM_INC,631634.0,1
JANGIPUR,AITC,409941.0,2
JANGIPUR,BJP,85748.0,3
JANGIPUR,IND,38042.0,4
JANGIPUR,NOTA,16675.0,5
JANGIPUR,SDPI,8823.0,6
JANGIPUR,WPOI,7765.0,7
JANGIPUR,SUCI,6365.0,8
JANGIPUR,SP,5443.0,9
JANGIPUR,BSP,1563.0,10
JANGIPUR,CPI(ML)(L),885.0,11
JANGIPUR,SHS,750.0,12
JAYNAGAR,AITC,606280.0,1
JAYNAGAR,CPM_INC,483351.0,2
JAYNAGAR,SUCI,96166.0,3
JAYNAGAR,BJP,84725.0,4
JAYNAGAR,NOTA,17841.0,5
JAYNAGAR,IND,7775.0,6
JAYNAGAR,BSP,4815.0,7
JAYNAGAR,MPOI,1542.0,8
JAYNAGAR,LJP,1512.0,9
JAYNAGAR,BMUP,995.0,10
JHARGRAM,AITC,729064.0,1
JHARGRAM,CPM_INC,319300.0,2
JHARGRAM,BJP,171649.0,3
JHARGRAM,JKP(N),51099.0,4
JHARGRAM,NOTA,26638.0,5
JHARGRAM,SUCI,10812.0,6
JHARGRAM,IND,10200.0,7
JHARGRAM,AJSUP,8101.0,8
JHARGRAM,JMM,5201.0,9
JHARGRAM,SHS,4402.0,10
JHARGRAM,NDPOI,1165.0,11
JHARGRAM,AMB,1092.0,12
JHARGRAM,AKBJHP,769.0,13
KANTHI,AITC,718672.0,1
KANTHI,CPM_INC,462769.0,2
KANTHI,BJP,84573.0,3
KANTHI,IND,64878.0,4
KANTHI,NOTA,12060.0,5
KANTHI,SUCI,7790.0,6
KANTHI,BhNP,5357.0,7
KANTHI,BSP,4383.0,8
KANTHI,SP,3473.0,9
KANTHI,ABHM,1179.0,10
KANTHI,WPOI,1038.0,11
KANTHI,LJP,902.0,12
KOCH BIHAR,AITC,663614.0,1
KOCH BIHAR,CPM_INC,547110.0,2
KOCH BIHAR,BJP,181737.0,3
KOCH BIHAR,NOTA,15892.0,4
KOCH BIHAR,IND,15844.0,5
KOCH BIHAR,BSP,15633.0,6
KOCH BIHAR,KPPU,11343.0,7
KOCH BIHAR,AMB,11128.0,8
KOCH BIHAR,SUCI,10345.0,9
KOCH BIHAR,WPOI,2220.0,10
KOLKATA DAKSHIN,AITC,560333.0,1
KOLKATA DAKSHIN,CPM_INC,361305.0,2
KOLKATA DAKSHIN,BJP,139368.0,3
KOLKATA DAKSHIN,IND,88968.0,4
KOLKATA DAKSHIN,NOTA,23699.0,5
KOLKATA DAKSHIN,BSP,8108.0,6
KOLKATA DAKSHIN,SHS,3649.0,7
KOLKATA DAKSHIN,SUCI,3324.0,8
KOLKATA DAKSHIN,IUML,1218.0,9
KOLKATA DAKSHIN,LJP,618.0,10
KOLKATA UTTAR,AITC,459497.0,1
KOLKATA UTTAR,CPM_INC,298711.0,2
KOLKATA UTTAR,BJP,136201.0,3
KOLKATA UTTAR,NOTA,18518.0,4
KOLKATA UTTAR,IND,13039.0,5
KOLKATA UTTAR,BSP,3071.0,6
KOLKATA UTTAR,SUCI,1872.0,7
KOLKATA UTTAR,PDS,1070.0,8
KOLKATA UTTAR,JD(S),300.0,9
KOLKATA UTTAR,LJP,251.0,10
KRISHNANAGAR,AITC,604799.0,1
KRISHNANAGAR,CPM_INC,537629.0,2
KRISHNANAGAR,BJP,118467.0,3
KRISHNANAGAR,NOTA,14961.0,4
KRISHNANAGAR,SHS,9878.0,5
KRISHNANAGAR,BSP,9250.0,6
KRISHNANAGAR,SUCI,5731.0,7
KRISHNANAGAR,CPI(ML)(L),5647.0,8
KRISHNANAGAR,AMB,1732.0,9
KRISHNANAGAR,SP,711.0,10
KRISHNANAGAR,SDPI,583.0,11
MALDAH DAKSHIN,CPM_INC,440496.0,1
MALDAH DAKSHIN,AITC,358282.0,2
MALDAH DAKSHIN,BJP,178956.0,3
MALDAH DAKSHIN,IND,163147.0,4
MALDAH DAKSHIN,NOTA,18290.0,5
MALDAH DAKSHIN,BSP,9660.0,6
MALDAH DAKSHIN,WPOI,4022.0,7
MALDAH DAKSHIN,SHS,2433.0,8
MALDAH DAKSHIN,SDPI,2418.0,9
MALDAH DAKSHIN,RPI(A),2170.0,10
MALDAH DAKSHIN,SUCI,1731.0,11
MALDAH DAKSHIN,HKRD,1106.0,12
MALDAH DAKSHIN,SP,878.0,13
MALDAH DAKSHIN,CPI(ML)(L),713.0,14
MALDAH DAKSHIN,JeSM,519.0,15
MALDAH DAKSHIN,PDS,433.0,16
MALDAH DAKSHIN,JMM,210.0,17
MALDAH DAKSHIN,BMUP,152.0,18
MALDAH UTTAR,CPM_INC,621272.0,1
MALDAH UTTAR,AITC,357535.0,2
MALDAH UTTAR,BJP,197712.0,3
MALDAH UTTAR,NOTA,19008.0,4
MALDAH UTTAR,BSP,13071.0,5
MALDAH UTTAR,IND,9986.0,6
MALDAH UTTAR,SP,6823.0,7
MALDAH UTTAR,BMUP,5776.0,8
MALDAH UTTAR,JDP,5506.0,9
MALDAH UTTAR,WPOI,4290.0,10
MALDAH UTTAR,SUCI,4116.0,11
MALDAH UTTAR,JMM,2568.0,12
MALDAH UTTAR,SDPI,1869.0,13
MALDAH UTTAR,KPPU,1513.0,14
MALDAH UTTAR,CPI(ML)(L),893.0,15
MALDAH UTTAR,HKRD,631.0,16
MATHURAPUR,AITC,692175.0,1
MATHURAPUR,CPM_INC,581880.0,2
MATHURAPUR,BJP,52437.0,3
MATHURAPUR,SUCI,11116.0,4
MATHURAPUR,NOTA,10330.0,5
MATHURAPUR,IND,5462.0,6
MATHURAPUR,BSP,4010.0,7
MATHURAPUR,LJP,2521.0,8
MATHURAPUR,PDS,1479.0,9
MATHURAPUR,WPOI,1427.0,10
MEDINIPUR,AITC,639666.0,1
MEDINIPUR,CPM_INC,499077.0,2
MEDINIPUR,BJP,156412.0,3
MEDINIPUR,NOTA,18488.0,4
MEDINIPUR,SUCI,15817.0,5
MEDINIPUR,IND,5225.0,6
MEDINIPUR,AMB,2171.0,7
MEDINIPUR,SP,1829.0,8
MEDINIPUR,AJSUP,1655.0,9
MEDINIPUR,BSP,1058.0,10
MURSHIDABAD,CPM_INC,710617.0,1
MURSHIDABAD,AITC,499209.0,2
MURSHIDABAD,BJP,86400.0,3
MURSHIDABAD,IND,14876.0,4
MURSHIDABAD,NOTA,13868.0,5
MURSHIDABAD,SUCI,8865.0,6
MURSHIDABAD,IUML,6644.0,7
MURSHIDABAD,WPOI,6329.0,8
MURSHIDABAD,SHS,4554.0,9
MURSHIDABAD,BSP,3537.0,10
MURSHIDABAD,SP,3228.0,11
MURSHIDABAD,MPOI,2803.0,12
MURSHIDABAD,AMB,706.0,13
MURSHIDABAD,LJP,603.0,14
PURULIYA,AITC,589148.0,1
PURULIYA,CPM_INC,540548.0,2
PURULIYA,BJP,72586.0,3
PURULIYA,NOTA,19654.0,4
PURULIYA,IND,12915.0,5
PURULIYA,SUCI,10493.0,6
PURULIYA,AJSUP,7501.0,7
PURULIYA,JMM,6216.0,8
PURULIYA,BSP,5997.0,9
PURULIYA,AMB,3801.0,10
PURULIYA,JDP,3698.0,11
PURULIYA,MPOI,1004.0,12
RAIGANJ,CPM_INC,521023.0,1
RAIGANJ,AITC,383792.0,2
RAIGANJ,BJP,182276.0,3
RAIGANJ,IND,43888.0,4
RAIGANJ,BSP,21355.0,5
RAIGANJ,NOTA,17444.0,6
RAIGANJ,SP,13833.0,7
RAIGANJ,SUCI,5924.0,8
RAIGANJ,SWJP,1560.0,9
RAIGANJ,CPI(ML)(L),1313.0,10
RAIGANJ,KPPU,1180.0,11
RAIGANJ,GOJAM,1069.0,12
RANAGHAT,AITC,661481.0,1
RANAGHAT,CPM_INC,607468.0,2
RANAGHAT,BJP,102873.0,3
RANAGHAT,NOTA,15688.0,4
RANAGHAT,BSP,12376.0,5
RANAGHAT,SHS,6351.0,6
RANAGHAT,SUCI,3669.0,7
RANAGHAT,NDPOI,3606.0,8
RANAGHAT,IND,2939.0,9
RANAGHAT,GMM,1639.0,10
RANAGHAT,CPI(ML)(L),1632.0,11
RANAGHAT,PDS,1368.0,12
RANAGHAT,SDPI,519.0,13
SHRIRAMPUR,AITC,677275.0,1
SHRIRAMPUR,CPM_INC,451420.0,2
SHRIRAMPUR,BJP,133242.0,3
SHRIRAMPUR,IND,58863.0,4
SHRIRAMPUR,NOTA,22197.0,5
SHRIRAMPUR,IUC,7886.0,6
SHRIRAMPUR,SUCI,4606.0,7
SHRIRAMPUR,SHS,1970.0,8
SHRIRAMPUR,CPI(ML)(L),1730.0,9
SHRIRAMPUR,BSP,1584.0,10
SHRIRAMPUR,WPOI,1524.0,11
TAMLUK,AITC,684295.0,1
TAMLUK,CPM_INC,424345.0,2
TAMLUK,IND,170465.0,3
TAMLUK,BJP,79693.0,4
TAMLUK,NOTA,13225.0,5
TAMLUK,SUCI,11871.0,6
TAMLUK,BhNP,11391.0,7
TAMLUK,PDS,2367.0,8
TAMLUK,SP,1698.0,9
TAMLUK,LJP,1659.0,10
TAMLUK,WPOI,798.0,11
TAMLUK,RaJSP,329.0,12
TAMLUK,IUC,323.0,13
ULUBERIYA,AITC,633410.0,1
ULUBERIYA,CPM_INC,491578.0,2
ULUBERIYA,BJP,93733.0,3
ULUBERIYA,IND,22973.0,4
ULUBERIYA,NOTA,13990.0,5
ULUBERIYA,IUC,7477.0,6
ULUBERIYA,SUCI,2411.0,7
ULUBERIYA,BSP,2133.0,8
ULUBERIYA,WPOI,1008.0,9
ULUBERIYA,CPI(ML)(L),470.0,10
