PC_NAME,PARTY_ABB,TOTAL_VOTES_POLLED,ST_NAME,MONTH,YEAR,WINNER,MARGIN
WEST DELHI,AAAP,797177.0,NCT OF DELHI,2,2015,AAAP,366807
WEST DELHI,BJP,430370.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,INC,123910.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,INLD,54043.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,SAD,44880.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,IND,8575.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,BSP,7722.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,NOTA,6200.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,SHS,1973.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,RBHP,802.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,PBI,526.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,PMPT,512.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,GaAP,348.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,NCP,291.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,CPM,264.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,kajp,259.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,RABP,253.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,NYP,219.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,HCP,199.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,AMKP,192.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,BVLP,178.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,RJ,155.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,RKSP,94.0,NCT OF DELHI,2,2015,AAAP,0
WEST DELHI,ShRP,71.0,NCT OF DELHI,2,2015,AAAP,0
WAYANAD,CPM,320368.0,KERALA,5,2016,CPM,35174
WAYANAD,INC,285194.0,KERALA,5,2016,CPM,0
WAYANAD,IND,169165.0,KERALA,5,2016,CPM,0
WAYANAD,IUML,128364.0,KERALA,5,2016,CPM,0
WAYANAD,JD(U),59876.0,KERALA,5,2016,CPM,0
WAYANAD,BJP,44694.0,KERALA,5,2016,CPM,0
WAYANAD,BDJS,21033.0,KERALA,5,2016,CPM,0
WAYANAD,SDPI,8712.0,KERALA,5,2016,CPM,0
WAYANAD,NOTA,6784.0,KERALA,5,2016,CPM,0
WAYANAD,WPOI,6525.0,KERALA,5,2016,CPM,0
WAYANAD,BSP,2355.0,KERALA,5,2016,CPM,0
WAYANAD,PDP,1973.0,KERALA,5,2016,CPM,0
WAYANAD,SP,1776.0,KERALA,5,2016,CPM,0
WAYANAD,CPIM,1301.0,KERALA,5,2016,CPM,0
WAYANAD,SUCI,262.0,KERALA,5,2016,CPM,0
VIRUDUNAGAR,ADMK,463624.0,TAMIL NADU,5,2016,ADMK,179093
VIRUDUNAGAR,DMK,284531.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,INC,134260.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,DMDK,48095.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,BJP,30791.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,MDMK,25442.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,CPI,25092.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,IND,16222.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,NOTA,14186.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,ntk,10629.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,PMK,5571.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,AIFB,5029.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,SHS,1386.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,BSP,1219.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,MMKA,1116.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,ETMK,905.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,SMK,689.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,TMMK,650.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,LJP,339.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,UCPI,315.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,YSP,307.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,RPI,195.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,tavk,189.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,AMMK,182.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,AIJMK,159.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,JKNPP,137.0,TAMIL NADU,5,2016,ADMK,0
VIRUDUNAGAR,DMMK,121.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,ADMK,386964.0,TAMIL NADU,5,2016,ADMK,35738
VILUPPURAM,DMK,351226.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,PMK,174027.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,DMDK,74282.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,IUML,47130.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,VCK,23873.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,IND,23239.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,TMC(M),15045.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,CPM,9981.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,NOTA,9567.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,BJP,7882.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,ntk,4786.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,BSP,2770.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,AIPMK,716.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,SP,337.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,KMDK,310.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,IJK,293.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,CPI(ML)(L),274.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,GMI,265.0,TAMIL NADU,5,2016,ADMK,0
VILUPPURAM,VTIP,126.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,ADMK,449415.0,TAMIL NADU,5,2016,ADMK,135008
VELLORE,DMK,314407.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,PMK,64373.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,IUML,55062.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,MAMAK,51176.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,TMC(M),23723.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,BJP,16867.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,NOTA,11274.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,DMDK,11213.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,AIMIM,10117.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,IND,9358.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,SuNP,7640.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,ntk,5223.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,BSP,3480.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,CPI,3140.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,VCK,2590.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,WPOI,1104.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,SDPI,1100.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,PPIS,1069.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,VBMP,952.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,IJK,891.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,SP,575.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,APNP,428.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,UMK,393.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,SHS,385.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,RSPS,295.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,LJP,229.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,NMK,197.0,TAMIL NADU,5,2016,ADMK,0
VELLORE,GPI,152.0,TAMIL NADU,5,2016,ADMK,0
VARANASI,BJP,461071.0,UTTAR PRADESH,3,2017,BJP,243939
VARANASI,INC,217132.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,BSP,118802.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,SP,116573.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,ADAL,103423.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,IND,31150.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,NOTA,6146.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,CPM,1889.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RSPS,1874.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,IEMC,1802.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,CPI,1515.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,MADP,1311.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,SaJPCs,1150.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,LD,967.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RKSP,914.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,BSD,862.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,NJaP,778.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RLD,768.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,NINSHAD,631.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,NCP,601.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,BHAKALP,530.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RPI(A),496.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,SSD,475.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,BMUP,457.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,CPI(ML)(L),407.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,MaJP,373.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RBCP,370.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RtSJP,279.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,RVMP,277.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,PECP,259.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,BhaSP,220.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,SSCP,216.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,AACP,195.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,makm,178.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,JANADIP,127.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,NLIP,117.0,UTTAR PRADESH,3,2017,BJP,0
VARANASI,VIP,86.0,UTTAR PRADESH,3,2017,BJP,0
VALMIKI NAGAR,BJP,322179.0,BIHAR,11,2015,BJP,142905
VALMIKI NAGAR,IND,179274.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,INC,154670.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,JD(U),136163.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,RJD,39778.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,BSP,34452.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,BLSP,32855.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,NOTA,21493.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,SP,14010.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,NCP,13650.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,CPI(ML)(L),11836.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,SHS,5414.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,JAPL,3225.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,SKLP,2926.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,CPI,1729.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,JDR,1254.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,GJDS,1173.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,RaJPa,1140.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,BED,956.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,JMM,482.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,BMUP,399.0,BIHAR,11,2015,BJP,0
VALMIKI NAGAR,RSMD,320.0,BIHAR,11,2015,BJP,0
VAISHALI,RJD,333340.0,BIHAR,11,2015,RJD,73020
VAISHALI,BJP,260320.0,BIHAR,11,2015,RJD,0
VAISHALI,IND,129918.0,BIHAR,11,2015,RJD,0
VAISHALI,HAMS,97061.0,BIHAR,11,2015,RJD,0
VAISHALI,JD(U),79286.0,BIHAR,11,2015,RJD,0
VAISHALI,NOTA,22347.0,BIHAR,11,2015,RJD,0
VAISHALI,BSP,13779.0,BIHAR,11,2015,RJD,0
VAISHALI,JAPL,7957.0,BIHAR,11,2015,RJD,0
VAISHALI,CPI,5062.0,BIHAR,11,2015,RJD,0
VAISHALI,LD,4695.0,BIHAR,11,2015,RJD,0
VAISHALI,SUCI,4645.0,BIHAR,11,2015,RJD,0
VAISHALI,SKLP,4089.0,BIHAR,11,2015,RJD,0
VAISHALI,SP,3612.0,BIHAR,11,2015,RJD,0
VAISHALI,GJDS,3526.0,BIHAR,11,2015,RJD,0
VAISHALI,BJKVP,3139.0,BIHAR,11,2015,RJD,0
VAISHALI,ABHKP,2627.0,BIHAR,11,2015,RJD,0
VAISHALI,NJPI,2042.0,BIHAR,11,2015,RJD,0
VAISHALI,CPM,2034.0,BIHAR,11,2015,RJD,0
VAISHALI,AAHPty,1735.0,BIHAR,11,2015,RJD,0
VAISHALI,GaAP,1556.0,BIHAR,11,2015,RJD,0
VAISHALI,RMGP,1486.0,BIHAR,11,2015,RJD,0
VAISHALI,BhaSP,1370.0,BIHAR,11,2015,RJD,0
VAISHALI,RSMD,1334.0,BIHAR,11,2015,RJD,0
VAISHALI,BMUP,1277.0,BIHAR,11,2015,RJD,0
VAISHALI,RVNP,1200.0,BIHAR,11,2015,RJD,0
VAISHALI,SJDD,866.0,BIHAR,11,2015,RJD,0
VAISHALI,SHS,832.0,BIHAR,11,2015,RJD,0
VAISHALI,SASAPT,650.0,BIHAR,11,2015,RJD,0
VAISHALI,JKNPP,596.0,BIHAR,11,2015,RJD,0
VAISHALI,BJND,510.0,BIHAR,11,2015,RJD,0
VAISHALI,NaLP,425.0,BIHAR,11,2015,RJD,0
VADAKARA,CPM,351358.0,KERALA,5,2016,CPM,187527
VADAKARA,INC,163831.0,KERALA,5,2016,CPM,0
VADAKARA,BJP,105756.0,KERALA,5,2016,CPM,0
VADAKARA,JD(U),94422.0,KERALA,5,2016,CPM,0
VADAKARA,CPI,74742.0,KERALA,5,2016,CPM,0
VADAKARA,IUML,71809.0,KERALA,5,2016,CPM,0
VADAKARA,KEC(M),68258.0,KERALA,5,2016,CPM,0
VADAKARA,JD(S),49211.0,KERALA,5,2016,CPM,0
VADAKARA,IND,28437.0,KERALA,5,2016,CPM,0
VADAKARA,SDPI,9330.0,KERALA,5,2016,CPM,0
VADAKARA,BDJS,8561.0,KERALA,5,2016,CPM,0
VADAKARA,WPOI,4135.0,KERALA,5,2016,CPM,0
VADAKARA,NOTA,3611.0,KERALA,5,2016,CPM,0
VADAKARA,BSP,1055.0,KERALA,5,2016,CPM,0
VADAKARA,SP,860.0,KERALA,5,2016,CPM,0
VADAKARA,PDP,821.0,KERALA,5,2016,CPM,0
VADAKARA,CPIM,634.0,KERALA,5,2016,CPM,0
VADAKARA,SUCI,149.0,KERALA,5,2016,CPM,0
UNNAO,BJP,571060.0,UTTAR PRADESH,3,2017,BJP,244071
UNNAO,BSP,326989.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,SP,249547.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,INC,84070.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,IND,20870.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,LD,19950.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,NOTA,13220.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,RLD,7366.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,BMUP,5157.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,JANADIP,2579.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,BSCP,2278.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,JAM,1666.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,RVLP,1548.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,RSPS,1396.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,SWPI,1096.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,NINSHAD,967.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,BSRD,771.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,SHS,662.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,IUML,411.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,HKRD,355.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,PECP,303.0,UTTAR PRADESH,3,2017,BJP,0
UNNAO,MwSP,291.0,UTTAR PRADESH,3,2017,BJP,0
ULUBERIYA,AITC,633410.0,WEST BENGAL,5,2016,AITC,325950
ULUBERIYA,INC,307460.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,CPM,123560.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,BJP,93733.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,AIFB,60558.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,IND,22973.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,NOTA,13990.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,IUC,7477.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,SUCI,2411.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,BSP,2133.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,WPOI,1008.0,WEST BENGAL,5,2016,AITC,0
ULUBERIYA,CPI(ML)(L),470.0,WEST BENGAL,5,2016,AITC,0
UJIAPUR,RJD,200151.0,BIHAR,11,2015,RJD,2008
UJIAPUR,JD(U),198143.0,BIHAR,11,2015,RJD,0
UJIAPUR,BJP,160984.0,BIHAR,11,2015,RJD,0
UJIAPUR,IND,80133.0,BIHAR,11,2015,RJD,0
UJIAPUR,CPM,69638.0,BIHAR,11,2015,RJD,0
UJIAPUR,BLSP,38006.0,BIHAR,11,2015,RJD,0
UJIAPUR,LJP,32261.0,BIHAR,11,2015,RJD,0
UJIAPUR,NOTA,24234.0,BIHAR,11,2015,RJD,0
UJIAPUR,SHS,11597.0,BIHAR,11,2015,RJD,0
UJIAPUR,BSP,8216.0,BIHAR,11,2015,RJD,0
UJIAPUR,JAPL,8081.0,BIHAR,11,2015,RJD,0
UJIAPUR,CPI,5590.0,BIHAR,11,2015,RJD,0
UJIAPUR,JMM,3565.0,BIHAR,11,2015,RJD,0
UJIAPUR,RVNP,3559.0,BIHAR,11,2015,RJD,0
UJIAPUR,SP,3344.0,BIHAR,11,2015,RJD,0
UJIAPUR,BMUP,3306.0,BIHAR,11,2015,RJD,0
UJIAPUR,JDR,2579.0,BIHAR,11,2015,RJD,0
UJIAPUR,GJDS,2548.0,BIHAR,11,2015,RJD,0
UJIAPUR,CPI(ML)(L),2539.0,BIHAR,11,2015,RJD,0
UJIAPUR,LSSP,2302.0,BIHAR,11,2015,RJD,0
UJIAPUR,BDeP,1857.0,BIHAR,11,2015,RJD,0
UJIAPUR,AAHPty,1486.0,BIHAR,11,2015,RJD,0
UJIAPUR,NADP,1360.0,BIHAR,11,2015,RJD,0
UJIAPUR,SASAPT,1138.0,BIHAR,11,2015,RJD,0
UJIAPUR,NJPI,789.0,BIHAR,11,2015,RJD,0
UJIAPUR,JKM,660.0,BIHAR,11,2015,RJD,0
UJIAPUR,SKLP,634.0,BIHAR,11,2015,RJD,0
UJIAPUR,RaJPa,627.0,BIHAR,11,2015,RJD,0
UJIAPUR,KSJP,581.0,BIHAR,11,2015,RJD,0
UJIAPUR,GaAP,454.0,BIHAR,11,2015,RJD,0
UJIAPUR,natp,428.0,BIHAR,11,2015,RJD,0
UJIAPUR,SAAFP,394.0,BIHAR,11,2015,RJD,0
TIRUVANNAMALAI,DMK,463818.0,TAMIL NADU,5,2016,DMK,9967
TIRUVANNAMALAI,ADMK,453851.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,PMK,97335.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,INC,57980.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,DMDK,30491.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,IND,18613.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,NOTA,8556.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,BJP,6880.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,ntk,5463.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,CPI,4613.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,BSP,4486.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,VBMP,1383.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,SP,679.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,IJK,520.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,GMI,440.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,GokMK,388.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,KMDK,281.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,VVIP,209.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,PPIS,203.0,TAMIL NADU,5,2016,DMK,0
TIRUVANNAMALAI,UCPI,112.0,TAMIL NADU,5,2016,DMK,0
TIRUVALLUR,ADMK,579491.0,TAMIL NADU,5,2016,ADMK,35498
TIRUVALLUR,DMK,543993.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,PMK,127076.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,MDMK,37899.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,BJP,21834.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,NOTA,17736.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,ntk,14881.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,IND,12624.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,VCK,12572.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,CPI,9383.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,BSP,8977.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,DMDK,6585.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,YSP,1914.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,VBMP,841.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,LJP,417.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,CPI(ML)(L),393.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,SHS,351.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,FIP,303.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,VTIP,172.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,GokMK,149.0,TAMIL NADU,5,2016,ADMK,0
TIRUVALLUR,SAP,86.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,ADMK,513860.0,TAMIL NADU,5,2016,ADMK,192854
TIRUPPUR,DMK,321006.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,INC,84954.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,PMK,37683.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,KMDK,33424.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,BJP,26253.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,CPM,21128.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,CPI,20061.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,NOTA,14896.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,IND,12952.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,DMDK,12755.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,ntk,11468.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,TMC(M),6304.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,BSP,2580.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,SDPI,2547.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,GMI,1559.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,IDMMK,1095.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,WPOI,778.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,JD(U),731.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,VTIP,679.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,UMK,627.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,INMMK,608.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,EDP,507.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,TMMK,358.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,NCP,327.0,TAMIL NADU,5,2016,ADMK,0
TIRUPPUR,SHS,209.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,ADMK,422650.0,TAMIL NADU,5,2016,ADMK,49605
TIRUNELVELI,DMK,373045.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,INC,74932.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,BJP,40191.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,DMDK,34232.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,IND,21820.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,AIFB,14904.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,ntk,14421.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,CPM,13690.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,MDMK,12593.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,NOTA,12515.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,SDPI,7008.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,PMK,6344.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,BSP,1930.0,TAMIL NADU,5,2016,ADMK,0
TIRUNELVELI,TMMK,1295.0,TAMIL NADU,5,2016,ADMK,0
