PC_NAME,PARTY_ABB,TOTAL_VOTES_POLLED,ST_NAME,MONTH,YEAR,WINNER,MARGIN
RAMPUR,RLD,5570.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,PECP,2688.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,RPI(A),1637.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,MNDP,1283.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,SKLP,827.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,JaSSP,815.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,LPI(V),781.0,UTTAR PRADESH,3,2017,SP,0
RAMPUR,BSRD,583.0,UTTAR PRADESH,3,2017,SP,0
RAMANATHAPURAM,ADMK,460258.0,TAMIL NADU,5,2016,ADMK,234376
RAMANATHAPURAM,DMK,225882.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,INC,162560.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,MAMAK,56143.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,BJP,43595.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,DMDK,27065.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,IND,25716.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,ntk,14018.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,TMMK,11222.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,MDMK,8800.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,SDPI,8572.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,NOTA,7227.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,CPI,6341.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,BSP,3806.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,VCK,3780.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,PMK,3231.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,AIFB,2248.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,tavk,1111.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,IJK,922.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,NCP,785.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,ETMK,750.0,TAMIL NADU,5,2016,ADMK,0
RAMANATHAPURAM,SMK,243.0,TAMIL NADU,5,2016,ADMK,0
RAIGANJ,AITC,383792.0,WEST BENGAL,5,2016,AITC,60261
RAIGANJ,INC,323531.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,BJP,182276.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,AIFB,115552.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,CPM,80419.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,IND,43888.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,BSP,21355.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,NOTA,17444.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,SP,13833.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,SUCI,5924.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,SWJP,1560.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,JD(U),1521.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,CPI(ML)(L),1313.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,KPPU,1180.0,WEST BENGAL,5,2016,AITC,0
RAIGANJ,GOJAM,1069.0,WEST BENGAL,5,2016,AITC,0
RAE BARELI,INC,312944.0,UTTAR PRADESH,3,2017,INC,34305
RAE BARELI,BJP,278639.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,BSP,216017.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,SP,91895.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,IND,42651.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,RLD,26429.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,NOTA,14211.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,BMUP,5001.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,MwSP,2993.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,RAJADP,2540.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,JANADIP,2278.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,AABHAP,1536.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,PECP,1440.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,JAM,938.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,BKRP,773.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,SDU,733.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,RJAP,674.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,JUSTIP,435.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,IUML,410.0,UTTAR PRADESH,3,2017,INC,0
RAE BARELI,SARP,368.0,UTTAR PRADESH,3,2017,INC,0
PURULIYA,AITC,589148.0,WEST BENGAL,5,2016,AITC,347194
PURULIYA,INC,241954.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,CPM,222331.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,AIFB,76263.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,BJP,72586.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,NOTA,19654.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,IND,12915.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,SUCI,10493.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,AJSUP,7501.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,JMM,6216.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,BSP,5997.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,AMB,3801.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,JDP,3698.0,WEST BENGAL,5,2016,AITC,0
PURULIYA,MPOI,1004.0,WEST BENGAL,5,2016,AITC,0
PURNIA,BJP,345168.0,BIHAR,11,2015,BJP,125921
PURNIA,INC,219247.0,BIHAR,11,2015,BJP,0
PURNIA,IND,139726.0,BIHAR,11,2015,BJP,0
PURNIA,JD(U),126972.0,BIHAR,11,2015,BJP,0
PURNIA,RJD,58345.0,BIHAR,11,2015,BJP,0
PURNIA,BLSP,45736.0,BIHAR,11,2015,BJP,0
PURNIA,JAPL,26152.0,BIHAR,11,2015,BJP,0
PURNIA,NOTA,17116.0,BIHAR,11,2015,BJP,0
PURNIA,CPI,14171.0,BIHAR,11,2015,BJP,0
PURNIA,CPM,12703.0,BIHAR,11,2015,BJP,0
PURNIA,BSP,11757.0,BIHAR,11,2015,BJP,0
PURNIA,JMM,10716.0,BIHAR,11,2015,BJP,0
PURNIA,NCP,8054.0,BIHAR,11,2015,BJP,0
PURNIA,CPI(ML)(L),5873.0,BIHAR,11,2015,BJP,0
PURNIA,SKLP,5425.0,BIHAR,11,2015,BJP,0
PURNIA,SHS,4500.0,BIHAR,11,2015,BJP,0
PURNIA,RaJPa,4231.0,BIHAR,11,2015,BJP,0
PURNIA,TNRMPI,2857.0,BIHAR,11,2015,BJP,0
PURNIA,MVM,2229.0,BIHAR,11,2015,BJP,0
PURNIA,ManJP,1905.0,BIHAR,11,2015,BJP,0
PURNIA,JDR,1772.0,BIHAR,11,2015,BJP,0
PURNIA,GJDS,1677.0,BIHAR,11,2015,BJP,0
PURNIA,SP,1321.0,BIHAR,11,2015,BJP,0
PURNIA,RVNP,1257.0,BIHAR,11,2015,BJP,0
PURNIA,IEMC,1252.0,BIHAR,11,2015,BJP,0
PURNIA,LD,1189.0,BIHAR,11,2015,BJP,0
PURNIA,IUML,1024.0,BIHAR,11,2015,BJP,0
PURNIA,AAHPty,858.0,BIHAR,11,2015,BJP,0
PURNIA,BJJD,764.0,BIHAR,11,2015,BJP,0
PURNIA,PBI,738.0,BIHAR,11,2015,BJP,0
PURNIA,KSJP,684.0,BIHAR,11,2015,BJP,0
PURNIA,BMUP,612.0,BIHAR,11,2015,BJP,0
PURNIA,DSP,409.0,BIHAR,11,2015,BJP,0
PURNIA,AIFB(S),382.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,BJP,307450.0,BIHAR,11,2015,BJP,107915
PURBA CHAMPARAN,RJD,199535.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,JD(U),100194.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,LJP,74685.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,INC,46765.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,IND,43250.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,SP,29828.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,CPI,21196.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,NOTA,17356.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,BSP,14823.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,CPM,10608.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,GJDS,4817.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,SKLP,4429.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,JAPL,4370.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,NCP,3479.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,SHS,3058.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,AAHPty,2956.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,BKP,1661.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,JKNPP,1469.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,AJPR,1454.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,RVNP,1398.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,AVIRP,1083.0,BIHAR,11,2015,BJP,0
PURBA CHAMPARAN,ABHKP,649.0,BIHAR,11,2015,BJP,0
PUDUCHERRY,INC,244886.0,PUDUCHERRY,5,2016,INC,19804
PUDUCHERRY,AINRC,225082.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,ADMK,134597.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,DMK,70836.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,IND,62884.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,BJP,19303.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,NOTA,13240.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,CPI,8567.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,PMK,5666.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,VCK,3915.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,ntk,3888.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,CPM,3014.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,DMDK,850.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,SDPI,846.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,MDMK,755.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,IJK,639.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,BSP,579.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,AgIMK,276.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,CPI(ML)(L),219.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,tavk,187.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,RSP,63.0,PUDUCHERRY,5,2016,INC,0
PUDUCHERRY,JD(U),51.0,PUDUCHERRY,5,2016,INC,0
PRATAPGARH,BJP,206439.0,UTTAR PRADESH,3,2017,BJP,18429
PRATAPGARH,BSP,188010.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,ADAL,162727.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,SP,157628.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,INC,140004.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,IND,25699.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,NOTA,9240.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,CPI,8953.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,RLD,5366.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,NINSHAD,5077.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,BMUP,4080.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,NCP,3809.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,LD,3345.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,SHS,2341.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,RtrJP,2053.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,LOGAP,1632.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,VIP,1591.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,SARSAMP,1379.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,MwSP,1293.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,RSPS,1233.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,SUCI,1050.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,PuPP,907.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,BRABSVP,857.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,ASaP,620.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,RBCP,549.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,SWPI,542.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,BKS,488.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,ARK,433.0,UTTAR PRADESH,3,2017,BJP,0
PRATAPGARH,PGSP,225.0,UTTAR PRADESH,3,2017,BJP,0
PONNANI,IUML,267681.0,KERALA,5,2016,IUML,96369
PONNANI,INC,171312.0,KERALA,5,2016,IUML,0
PONNANI,IND,135540.0,KERALA,5,2016,IUML,0
PONNANI,NSC,130843.0,KERALA,5,2016,IUML,0
PONNANI,CPM,125290.0,KERALA,5,2016,IUML,0
PONNANI,BJP,83358.0,KERALA,5,2016,IUML,0
PONNANI,NCP,56726.0,KERALA,5,2016,IUML,0
PONNANI,SDPI,12797.0,KERALA,5,2016,IUML,0
PONNANI,PDP,10274.0,KERALA,5,2016,IUML,0
PONNANI,WPOI,7617.0,KERALA,5,2016,IUML,0
PONNANI,NOTA,4323.0,KERALA,5,2016,IUML,0
PONNANI,BSP,366.0,KERALA,5,2016,IUML,0
PONNANI,CPIM,93.0,KERALA,5,2016,IUML,0
POLLACHI,ADMK,503863.0,TAMIL NADU,5,2016,ADMK,136483
POLLACHI,DMK,367380.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,BJP,48283.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,MAMAK,45478.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,DMDK,19951.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,KMDK,19009.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,NOTA,17045.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,IND,8993.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,MDMK,8387.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,PMK,8325.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,ntk,7722.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,TMC(M),6208.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,SDPI,5010.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,CPI,3494.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,BSP,1913.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,WPOI,1024.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,TMMK,921.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,SHS,409.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,GMI,261.0,TAMIL NADU,5,2016,ADMK,0
POLLACHI,SMK,233.0,TAMIL NADU,5,2016,ADMK,0
PILIBHIT,BJP,581918.0,UTTAR PRADESH,3,2017,BJP,289031
PILIBHIT,SP,292887.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,BSP,174692.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,INC,62502.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,RLD,27673.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,IND,11562.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,NOTA,10151.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,RKMP,5410.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,BSRD,3349.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,MD,2658.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,CPI,2451.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,SSKP,1502.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,CPI(ML)(L),1322.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,JSEP,1236.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,JAM,768.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,SARSAMP,633.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,BMUP,268.0,UTTAR PRADESH,3,2017,BJP,0
PILIBHIT,ManKP,243.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BJP,358382.0,UTTAR PRADESH,3,2017,BJP,119302
PHULPUR,SP,239080.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BSP,226370.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,ADAL,77814.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,INC,55013.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,IND,22354.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,NOTA,8963.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,RLD,3163.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,NINSHAD,2974.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,PMSP,1596.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,LD,1503.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BAWPA,1466.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BKRP,1351.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,YVP,1317.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BRJ,1285.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,RSPS,1208.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,ABHM,1147.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,RPI(A),1104.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,PGSP,941.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,CPM,932.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,NCP,911.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,JAM,879.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BHASAP,857.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,AYP,782.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,PSJP,628.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,PMhP,461.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,VP,307.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,AwVP,280.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,SKLP,195.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,SHS,176.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,LOGAP,133.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,BMUP,102.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,RSHP,75.0,UTTAR PRADESH,3,2017,BJP,0
PHULPUR,RaBaP,63.0,UTTAR PRADESH,3,2017,BJP,0
PERAMBALUR,ADMK,499066.0,TAMIL NADU,5,2016,ADMK,79972
PERAMBALUR,DMK,419094.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,INC,57311.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,DMDK,26401.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,IND,14694.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,NOTA,14099.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,ntk,11367.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,TMC(M),8581.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,PMK,8472.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,BJP,7080.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,CPM,6784.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,VCK,6281.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,BSP,3666.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,IJK,2285.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,KMDK,1796.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,SHS,1605.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,TMMK,1259.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,UCPI,1164.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,AIFB,851.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,GMI,536.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,NCP,367.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,NMK,328.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,PPIS,274.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,tavk,217.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,LJP,192.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,RPI(A),188.0,TAMIL NADU,5,2016,ADMK,0
PERAMBALUR,YSP,151.0,TAMIL NADU,5,2016,ADMK,0
PATNA SAHIB,BJP,416826.0,BIHAR,11,2015,BJP,200706
PATNA SAHIB,RJD,216120.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,INC,97509.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,JD(U),67892.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,LJP,46808.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,IND,38353.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,BSP,19328.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,NOTA,11907.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,SP,8111.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,CPI(ML)(L),7461.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,CPI,7292.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,SHS,5817.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,HVD,2673.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,SASAPT,2597.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,RSP,2415.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,GJDS,2321.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,SKLP,2150.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,lad,2117.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,BJHP,1727.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,BMF,1599.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,PBI,1451.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,RSadP,1405.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,CPM,1384.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,SaBP,1131.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,AIFB,1128.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,GaAP,1033.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,AJPR,981.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,KVD,771.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,ABHM,592.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,LSD,585.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,NJPI,569.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,HCP,545.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,RSMD,520.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,BLRP,506.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,JAPL,503.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,JKM,499.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,RSWD,393.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,BNDl,354.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,NPEP,333.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,RshJP,257.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,NJP,253.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,JHD,204.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,PMP,197.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,BVM,191.0,BIHAR,11,2015,BJP,0
PATNA SAHIB,LKJP,159.0,BIHAR,11,2015,BJP,0
PATIALA,INC,695909.0,PUNJAB,3,2017,INC,340301
PATIALA,SAD,355608.0,PUNJAB,3,2017,INC,0
PATIALA,AAAP,330417.0,PUNJAB,3,2017,INC,0
PATIALA,IND,71886.0,PUNJAB,3,2017,INC,0
PATIALA,BJP,38302.0,PUNJAB,3,2017,INC,0
PATIALA,NOTA,11123.0,PUNJAB,3,2017,INC,0
PATIALA,BSP,10919.0,PUNJAB,3,2017,INC,0
PATIALA,SAD(M),5296.0,PUNJAB,3,2017,INC,0
PATIALA,CPI,3430.0,PUNJAB,3,2017,INC,0
PATIALA,DEMSWP,2766.0,PUNJAB,3,2017,INC,0
PATIALA,APPA,2353.0,PUNJAB,3,2017,INC,0
PATIALA,JJJKP,1466.0,PUNJAB,3,2017,INC,0
PATIALA,SHS,1451.0,PUNJAB,3,2017,INC,0
PATIALA,SAKAP,604.0,PUNJAB,3,2017,INC,0
PATIALA,AITC,549.0,PUNJAB,3,2017,INC,0
PATIALA,HSS,497.0,PUNJAB,3,2017,INC,0
PATIALA,CPM,317.0,PUNJAB,3,2017,INC,0
PATIALA,BGTD,245.0,PUNJAB,3,2017,INC,0
PATIALA,BMUP,160.0,PUNJAB,3,2017,INC,0
PATHANAMTHITTA,INC,224404.0,KERALA,5,2016,INC,49080
PATHANAMTHITTA,CPM,175324.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,KEC(M),140324.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,CPI,125270.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,BJP,111970.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,IND,90328.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,BDJS,79606.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,JD(S),59660.0,KERALA,5,2016,INC,0
PATHANAMTHITTA,BSP,3899.0,KERALA,5,2016,INC,0
