PC_NAME,PARTYABBRE,TOTALVALIDVOTESPOLLED,MONTH,YEAR,WINNER
ADILABAD,AAAP,485.0,5,2014,TRS
ADILABAD,BCUF,923.0,5,2014,TRS
ADILABAD,BJP,92479.0,5,2014,TRS
ADILABAD,BMUP,870.0,5,2014,TRS
ADILABAD,BSP,119807.0,5,2014,TRS
ADILABAD,CPM,1120.0,5,2014,TRS
ADILABAD,GGP,1314.0,5,2014,TRS
ADILABAD,INC,261529.0,5,2014,TRS
ADILABAD,IND,27859.0,5,2014,TRS
ADILABAD,IUML,283.0,5,2014,TRS
ADILABAD,MaSP,15288.0,5,2014,TRS
ADILABAD,NOTA,13283.0,5,2014,TRS
ADILABAD,RLD,2038.0,5,2014,TRS
ADILABAD,SHS,1513.0,5,2014,TRS
ADILABAD,TDP,113514.0,5,2014,TRS
ADILABAD,TRS,384718.0,5,2014,TRS
ADILABAD,WPOI,297.0,5,2014,TRS
ADILABAD,YSRCP,3488.0,5,2014,TRS
AGRA,ADRSP,113.0,3,2017,BJP
AGRA,AIMIM,232.0,3,2017,BJP
AGRA,APoI,763.0,3,2017,BJP
AGRA,BJP,579063.0,3,2017,BJP
AGRA,BKS,244.0,3,2017,BJP
AGRA,BLSP,377.0,3,2017,BJP
AGRA,BMUP,149.0,3,2017,BJP
AGRA,BRKD,154.0,3,2017,BJP
AGRA,BSCP,177.0,3,2017,BJP
AGRA,BSP,299253.0,3,2017,BJP
AGRA,BaSaPa,603.0,3,2017,BJP
AGRA,INC,39434.0,3,2017,BJP
AGRA,IND,19958.0,3,2017,BJP
AGRA,JAM,1027.0,3,2017,BJP
AGRA,MAHISAP,559.0,3,2017,BJP
AGRA,NINSHAD,2213.0,3,2017,BJP
AGRA,NOTA,6264.0,3,2017,BJP
AGRA,PECP,1331.0,3,2017,BJP
AGRA,RKSP,1204.0,3,2017,BJP
AGRA,RLD,5855.0,3,2017,BJP
AGRA,RPIE,202.0,3,2017,BJP
AGRA,RSMD,361.0,3,2017,BJP
AGRA,RSOSP,290.0,3,2017,BJP
AGRA,RTKP,2375.0,3,2017,BJP
AGRA,SP,207041.0,3,2017,BJP
AGRA,VIP,410.0,3,2017,BJP
AHMADNAGAR,BJP,459804.0,10,2014,BJP
AHMADNAGAR,BMUP,2309.0,10,2014,BJP
AHMADNAGAR,BSP,5055.0,10,2014,BJP
AHMADNAGAR,CPI,1620.0,10,2014,BJP
AHMADNAGAR,INC,49471.0,10,2014,BJP
AHMADNAGAR,IND,68745.0,10,2014,BJP
AHMADNAGAR,JD(U),412.0,10,2014,BJP
AHMADNAGAR,MNS,3988.0,10,2014,BJP
AHMADNAGAR,NCP,346307.0,10,2014,BJP
AHMADNAGAR,NOTA,8667.0,10,2014,BJP
AHMADNAGAR,NSamP,699.0,10,2014,BJP
AHMADNAGAR,SHS,256918.0,10,2014,BJP
AJMER,AKBAP,1655.0,12,2013,BJP
AJMER,BA S D,584.0,12,2013,BJP
AJMER,BJP,600862.0,12,2013,BJP
AJMER,BSP,12691.0,12,2013,BJP
AJMER,BYS,5442.0,12,2013,BJP
AJMER,INC,408899.0,12,2013,BJP
AJMER,IND,123319.0,12,2013,BJP
AJMER,JGP,1331.0,12,2013,BJP
AJMER,LD,311.0,12,2013,BJP
AJMER,NCP,18798.0,12,2013,BJP
AJMER,NOTA,19977.0,12,2013,BJP
AJMER,NPEP,4147.0,12,2013,BJP
AJMER,RLD,435.0,12,2013,BJP
AJMER,SP,287.0,12,2013,BJP
AKBARPUR,AAPA,131.0,3,2017,BJP
AKBARPUR,ALHP,228.0,3,2017,BJP
AKBARPUR,BHAIP,337.0,3,2017,BJP
AKBARPUR,BJP,512509.0,3,2017,BJP
AKBARPUR,BMUP,1004.0,3,2017,BJP
AKBARPUR,BSCP,5517.0,3,2017,BJP
AKBARPUR,BSP,213219.0,3,2017,BJP
AKBARPUR,INC,59162.0,3,2017,BJP
AKBARPUR,IND,8271.0,3,2017,BJP
AKBARPUR,JAM,3112.0,3,2017,BJP
AKBARPUR,JHJBP,520.0,3,2017,BJP
AKBARPUR,LD,2313.0,3,2017,BJP
AKBARPUR,NCP,599.0,3,2017,BJP
AKBARPUR,NINSHAD,2813.0,3,2017,BJP
AKBARPUR,NOTA,7438.0,3,2017,BJP
AKBARPUR,OP,872.0,3,2017,BJP
AKBARPUR,PBI,168.0,3,2017,BJP
AKBARPUR,PECP,1070.0,3,2017,BJP
AKBARPUR,RLD,3517.0,3,2017,BJP
AKBARPUR,SHS,733.0,3,2017,BJP
AKBARPUR,SP,215033.0,3,2017,BJP
AKBARPUR,SSD,392.0,3,2017,BJP
AKBARPUR,SUCI,131.0,3,2017,BJP
AKBARPUR,VP,315.0,3,2017,BJP
AKBARPUR,VPI,209.0,3,2017,BJP
AKOLA,AIFB,422.0,10,2014,BJP
AKOLA,APoI,811.0,10,2014,BJP
AKOLA,ARP,576.0,10,2014,BJP
AKOLA,BBM,205627.0,10,2014,BJP
AKOLA,BJP,329796.0,10,2014,BJP
AKOLA,BMUP,3243.0,10,2014,BJP
AKOLA,BSP,6765.0,10,2014,BJP
AKOLA,BVA,275.0,10,2014,BJP
AKOLA,INC,180851.0,10,2014,BJP
AKOLA,IND,65074.0,10,2014,BJP
AKOLA,MNDP,244.0,10,2014,BJP
AKOLA,MNS,15467.0,10,2014,BJP
AKOLA,NCP,57519.0,10,2014,BJP
AKOLA,NOTA,6639.0,10,2014,BJP
AKOLA,PWPI,1940.0,10,2014,BJP
AKOLA,RKCGP,496.0,10,2014,BJP
AKOLA,RPI,181.0,10,2014,BJP
AKOLA,SHS,109743.0,10,2014,BJP
AKOLA,SP,218.0,10,2014,BJP
AKOLA,WPOI,1457.0,10,2014,BJP
ALAPPUZHA,BDJS,86482.0,5,2016,INC
ALAPPUZHA,BJP,53929.0,5,2016,INC
ALAPPUZHA,BSP,1911.0,5,2016,INC
ALAPPUZHA,CPI,208458.0,5,2016,INC
ALAPPUZHA,CPM,303956.0,5,2016,INC
ALAPPUZHA,INC,377603.0,5,2016,INC
ALAPPUZHA,IND,5654.0,5,2016,INC
ALAPPUZHA,JD(U),40448.0,5,2016,INC
ALAPPUZHA,NOTA,4275.0,5,2016,INC
ALAPPUZHA,PDP,5213.0,5,2016,INC
ALAPPUZHA,SDPI,5009.0,5,2016,INC
ALAPPUZHA,SUCI,2386.0,5,2016,INC
ALAPPUZHA,WPOI,1639.0,5,2016,INC
ALATHUR,ADMK,8398.0,5,2016,CPM
ALATHUR,BJP,150558.0,5,2016,CPM
ALATHUR,BSP,2663.0,5,2016,CPM
ALATHUR,CMPKSC,55492.0,5,2016,CPM
ALATHUR,CPM,401106.0,5,2016,CPM
ALATHUR,INC,287978.0,5,2016,CPM
ALATHUR,IND,4690.0,5,2016,CPM
ALATHUR,JD(S),69270.0,5,2016,CPM
ALATHUR,KEC(M),35146.0,5,2016,CPM
ALATHUR,NOTA,7061.0,5,2016,CPM
ALATHUR,PDP,710.0,5,2016,CPM
ALATHUR,SDPI,3284.0,5,2016,CPM
ALATHUR,SHS,168.0,5,2016,CPM
ALATHUR,SUCI,442.0,5,2016,CPM
ALATHUR,WPOI,772.0,5,2016,CPM
ALIGARH,ABHM,442.0,3,2017,BJP
ALIGARH,AIMIM,463.0,3,2017,BJP
ALIGARH,BJP,572706.0,3,2017,BJP
ALIGARH,BMUP,320.0,3,2017,BJP
ALIGARH,BSP,248913.0,3,2017,BJP
ALIGARH,BSRD,1799.0,3,2017,BJP
ALIGARH,INC,55861.0,3,2017,BJP
ALIGARH,IND,17049.0,3,2017,BJP
ALIGARH,KMSUP,405.0,3,2017,BJP
ALIGARH,LD,616.0,3,2017,BJP
ALIGARH,NOTA,7269.0,3,2017,BJP
ALIGARH,PECP,292.0,3,2017,BJP
ALIGARH,RLD,45716.0,3,2017,BJP
ALIGARH,RMGP,844.0,3,2017,BJP
ALIGARH,RPD,644.0,3,2017,BJP
ALIGARH,RPI(A),253.0,3,2017,BJP
ALIGARH,RSD,250.0,3,2017,BJP
ALIGARH,RTKP,887.0,3,2017,BJP
ALIGARH,SARSAMP,355.0,3,2017,BJP
ALIGARH,SP,213089.0,3,2017,BJP
ALIGARH,SSKP,919.0,3,2017,BJP
ALIGARH,SWAJANPA,4322.0,3,2017,BJP
ALIGARH,SaJPCs,554.0,3,2017,BJP
ALIGARH,VIP,549.0,3,2017,BJP
ALIPURDUARS,ABGL,3855.0,5,2016,AITC
ALIPURDUARS,AITC,503380.0,5,2016,AITC
ALIPURDUARS,AMB,1341.0,5,2016,AITC
ALIPURDUARS,BJP,301297.0,5,2016,AITC
ALIPURDUARS,BSP,3711.0,5,2016,AITC
ALIPURDUARS,CPM,69808.0,5,2016,AITC
ALIPURDUARS,INC,215817.0,5,2016,AITC
ALIPURDUARS,IND,36305.0,5,2016,AITC
ALIPURDUARS,JMM,8936.0,5,2016,AITC
ALIPURDUARS,KPPU,1744.0,5,2016,AITC
ALIPURDUARS,NOTA,30952.0,5,2016,AITC
ALIPURDUARS,RSP,120629.0,5,2016,AITC
ALIPURDUARS,SUCI,10618.0,5,2016,AITC
ALLAHABAD,AIMIM,868.0,3,2017,BJP
ALLAHABAD,AYP,126.0,3,2017,BJP
ALLAHABAD,AaSamP,1136.0,3,2017,BJP
ALLAHABAD,BJP,406236.0,3,2017,BJP
ALLAHABAD,BKSL,292.0,3,2017,BJP
ALLAHABAD,BMUP,4795.0,3,2017,BJP
ALLAHABAD,BSCP,1285.0,3,2017,BJP
ALLAHABAD,BSP,160890.0,3,2017,BJP
ALLAHABAD,CPI,3156.0,3,2017,BJP
ALLAHABAD,CPI(ML)(L),907.0,3,2017,BJP
ALLAHABAD,CPM,1861.0,3,2017,BJP
ALLAHABAD,DESP,526.0,3,2017,BJP
ALLAHABAD,INC,48776.0,3,2017,BJP
ALLAHABAD,IND,25729.0,3,2017,BJP
ALLAHABAD,JANADIP,1083.0,3,2017,BJP
ALLAHABAD,JHJBP,510.0,3,2017,BJP
ALLAHABAD,LD,770.0,3,2017,BJP
ALLAHABAD,LOGAP,278.0,3,2017,BJP
ALLAHABAD,NINSHAD,22514.0,3,2017,BJP
ALLAHABAD,NOTA,10967.0,3,2017,BJP
ALLAHABAD,PECP,872.0,3,2017,BJP
ALLAHABAD,PGSP,388.0,3,2017,BJP
ALLAHABAD,PSJP,242.0,3,2017,BJP
ALLAHABAD,RLD,4331.0,3,2017,BJP
ALLAHABAD,RPI,581.0,3,2017,BJP
ALLAHABAD,RSPS,571.0,3,2017,BJP
ALLAHABAD,RsAD,801.0,3,2017,BJP
ALLAHABAD,SABHP,160.0,3,2017,BJP
ALLAHABAD,SHS,223.0,3,2017,BJP
ALLAHABAD,SP,242308.0,3,2017,BJP
ALMORA,BASD,958.0,3,2017,BJP
ALMORA,BJP,346387.0,3,2017,BJP
ALMORA,BKLJP,503.0,3,2017,BJP
ALMORA,BSP,28190.0,3,2017,BJP
ALMORA,CPM,425.0,3,2017,BJP
ALMORA,INC,294112.0,3,2017,BJP
ALMORA,IND,51362.0,3,2017,BJP
ALMORA,NOTA,12790.0,3,2017,BJP
ALMORA,SP,180.0,3,2017,BJP
ALMORA,UKDD,459.0,3,2017,BJP
ALMORA,UKKD,15835.0,3,2017,BJP
ALMORA,UPP,425.0,3,2017,BJP
ALWAR,BHBP,167.0,12,2013,BJP
ALWAR,BJP,512443.0,12,2013,BJP
ALWAR,BSP,74907.0,12,2013,BJP
ALWAR,BYS,1754.0,12,2013,BJP
ALWAR,CPI,1117.0,12,2013,BJP
ALWAR,CPM,826.0,12,2013,BJP
ALWAR,INC,285316.0,12,2013,BJP
ALWAR,IND,112866.0,12,2013,BJP
ALWAR,IPGP,511.0,12,2013,BJP
ALWAR,JD(S),328.0,12,2013,BJP
ALWAR,JD(U),4878.0,12,2013,BJP
ALWAR,JGP,2309.0,12,2013,BJP
ALWAR,JKNPP,375.0,12,2013,BJP
ALWAR,LJP,1012.0,12,2013,BJP
ALWAR,NOTA,10073.0,12,2013,BJP
ALWAR,NPEP,119139.0,12,2013,BJP
ALWAR,RJNSP,711.0,12,2013,BJP
ALWAR,RLD,625.0,12,2013,BJP
ALWAR,SP,57735.0,12,2013,BJP
ALWAR,nuzp,148.0,12,2013,BJP
AMALAPURAM,AAAP,249.0,5,2014,TDP
AMALAPURAM,BSP,9920.0,5,2014,TDP
AMALAPURAM,ICSP,2085.0,5,2014,TDP
AMALAPURAM,INC,10057.0,5,2014,TDP
AMALAPURAM,IND,8698.0,5,2014,TDP
AMALAPURAM,JaSPa,11904.0,5,2014,TDP
AMALAPURAM,LSP,2458.0,5,2014,TDP
AMALAPURAM,NOTA,5590.0,5,2014,TDP
AMALAPURAM,PPOI,2010.0,5,2014,TDP
AMALAPURAM,RP(K),723.0,5,2014,TDP
AMALAPURAM,RPI(KH),498.0,5,2014,TDP
AMALAPURAM,TDP,589656.0,5,2014,TDP
AMALAPURAM,YSRCP,477294.0,5,2014,TDP
AMBALA,BJP,570703.0,10,2014,BJP
AMBALA,BSCP,2366.0,10,2014,BJP
AMBALA,BSP,124647.0,10,2014,BJP
AMBALA,CPI,2415.0,10,2014,BJP
AMBALA,CPM,1293.0,10,2014,BJP
AMBALA,HJCBL,16354.0,10,2014,BJP
AMBALA,HJCPV,45250.0,10,2014,BJP
AMBALA,HRKD,951.0,10,2014,BJP
AMBALA,HaLP,3750.0,10,2014,BJP
AMBALA,INC,236440.0,10,2014,BJP
AMBALA,IND,46197.0,10,2014,BJP
AMBALA,INLD,239116.0,10,2014,BJP
AMBALA,NAJC,178.0,10,2014,BJP
AMBALA,NOTA,7343.0,10,2014,BJP
AMBALA,RasLP,194.0,10,2014,BJP
AMBALA,SAD,22783.0,10,2014,BJP
AMBALA,SMBHP,1406.0,10,2014,BJP
AMBALA,SP,1284.0,10,2014,BJP
AMBEDKAR NAGAR,AIMIM,2070.0,3,2017,BJP
AMBEDKAR NAGAR,BJP,377525.0,3,2017,BJP
AMBEDKAR NAGAR,BMUP,5842.0,3,2017,BJP
AMBEDKAR NAGAR,BSP,343046.0,3,2017,BJP
AMBEDKAR NAGAR,CPI,1180.0,3,2017,BJP
AMBEDKAR NAGAR,CPI(ML)(L),2024.0,3,2017,BJP
AMBEDKAR NAGAR,CPM,976.0,3,2017,BJP
AMBEDKAR NAGAR,IND,9927.0,3,2017,BJP
AMBEDKAR NAGAR,JAM,1434.0,3,2017,BJP
AMBEDKAR NAGAR,JPS,349.0,3,2017,BJP
AMBEDKAR NAGAR,LD,751.0,3,2017,BJP
AMBEDKAR NAGAR,MADP,1984.0,3,2017,BJP
AMBEDKAR NAGAR,MBCOI,1607.0,3,2017,BJP
AMBEDKAR NAGAR,NINSHAD,32531.0,3,2017,BJP
AMBEDKAR NAGAR,NOTA,9893.0,3,2017,BJP
AMBEDKAR NAGAR,RLD,3917.0,3,2017,BJP
AMBEDKAR NAGAR,SATSHIP,862.0,3,2017,BJP
AMBEDKAR NAGAR,SHS,1843.0,3,2017,BJP
AMBEDKAR NAGAR,SP,313626.0,3,2017,BJP
AMBEDKAR NAGAR,SWAJANPA,1162.0,3,2017,BJP
AMETHI,AVIRP,800.0,3,2017,BJP
AMETHI,BHANYD,247.0,3,2017,BJP
AMETHI,BJP,430453.0,3,2017,BJP
AMETHI,BKrD,634.0,3,2017,BJP
AMETHI,BMUP,1996.0,3,2017,BJP
AMETHI,BSP,218622.0,3,2017,BJP
AMETHI,INC,304835.0,3,2017,BJP
AMETHI,IND,33058.0,3,2017,BJP
AMETHI,JAM,847.0,3,2017,BJP
AMETHI,JANADIP,281.0,3,2017,BJP
AMETHI,JPS,385.0,3,2017,BJP
AMETHI,KTKD,2219.0,3,2017,BJP
AMETHI,LD,1056.0,3,2017,BJP
AMETHI,LSPS,527.0,3,2017,BJP
AMETHI,MADP,1372.0,3,2017,BJP
AMETHI,MBCOI,3730.0,3,2017,BJP
AMETHI,MaNPa,424.0,3,2017,BJP
AMETHI,MwSP,2785.0,3,2017,BJP
AMETHI,NOTA,14164.0,3,2017,BJP
AMETHI,RLD,5736.0,3,2017,BJP
AMETHI,RshJP,305.0,3,2017,BJP
AMETHI,SARSAMP,1547.0,3,2017,BJP
AMETHI,SP,137076.0,3,2017,BJP
AMETHI,VP,320.0,3,2017,BJP
AMRAVATI,APoI,3467.0,10,2014,BJP
AMRAVATI,ARP,1387.0,10,2014,BJP
AMRAVATI,BBM,3355.0,10,2014,BJP
AMRAVATI,BJP,324145.0,10,2014,BJP
AMRAVATI,BMUP,1480.0,10,2014,BJP
AMRAVATI,BSP,62191.0,10,2014,BJP
AMRAVATI,CPI,2699.0,10,2014,BJP
AMRAVATI,INC,229140.0,10,2014,BJP
AMRAVATI,IND,144860.0,10,2014,BJP
AMRAVATI,IUML,2244.0,10,2014,BJP
AMRAVATI,MNS,13532.0,10,2014,BJP
AMRAVATI,NCP,78064.0,10,2014,BJP
AMRAVATI,NOTA,8606.0,10,2014,BJP
AMRAVATI,RP(K),1973.0,10,2014,BJP
AMRAVATI,RPI,52530.0,10,2014,BJP
AMRAVATI,SHS,118716.0,10,2014,BJP
AMRAVATI,rpsn,417.0,10,2014,BJP
AMRITSAR,AAAP,141278.0,3,2017,INC
AMRITSAR,ABSD,750.0,3,2017,INC
AMRITSAR,APPA,1979.0,3,2017,INC
AMRITSAR,BJP,118194.0,3,2017,INC
AMRITSAR,BMUP,262.0,3,2017,INC
AMRITSAR,BSP,7100.0,3,2017,INC
AMRITSAR,BSP(A),710.0,3,2017,INC
AMRITSAR,CPI,6618.0,3,2017,INC
AMRITSAR,DCP,177.0,3,2017,INC
AMRITSAR,DEMSWP,1249.0,3,2017,INC
AMRITSAR,DPIN,1359.0,3,2017,INC
AMRITSAR,HSS,155.0,3,2017,INC
AMRITSAR,INC,490043.0,3,2017,INC
AMRITSAR,IND,10464.0,3,2017,INC
AMRITSAR,NOTA,7343.0,3,2017,INC
AMRITSAR,RMPOI,1451.0,3,2017,INC
AMRITSAR,RPI(A),165.0,3,2017,INC
AMRITSAR,SAD,224098.0,3,2017,INC
AMRITSAR,SAD(M),1037.0,3,2017,INC
AMRITSAR,SHS,264.0,3,2017,INC
AMRITSAR,SLDP,892.0,3,2017,INC
AMROHA,ADPT,1283.0,3,2017,BJP
AMROHA,AIMIM,4096.0,3,2017,BJP
AMROHA,BJP,447748.0,3,2017,BJP
AMROHA,BSP,259517.0,3,2017,BJP
AMROHA,BaJD,349.0,3,2017,BJP
AMROHA,IEMC,242.0,3,2017,BJP
AMROHA,IND,22550.0,3,2017,BJP
AMROHA,IVD,324.0,3,2017,BJP
AMROHA,LD,261.0,3,2017,BJP
AMROHA,NOTA,6440.0,3,2017,BJP
AMROHA,PECP,384.0,3,2017,BJP
AMROHA,RAJP,136.0,3,2017,BJP
AMROHA,RJSNP,966.0,3,2017,BJP
AMROHA,RKMP,3196.0,3,2017,BJP
AMROHA,RLD,39158.0,3,2017,BJP
AMROHA,RLrP,372.0,3,2017,BJP
AMROHA,RMJP,125.0,3,2017,BJP
AMROHA,RPI(A),1428.0,3,2017,BJP
AMROHA,SABHP,600.0,3,2017,BJP
AMROHA,SP,348118.0,3,2017,BJP
AMROHA,aicp,128.0,3,2017,BJP
ANAKAPALLI,AAAP,1401.0,5,2014,TDP
ANAKAPALLI,BSP,11817.0,5,2014,TDP
ANAKAPALLI,CPI,1394.0,5,2014,TDP
ANAKAPALLI,DABAP,645.0,5,2014,TDP
ANAKAPALLI,ICSP,316.0,5,2014,TDP
ANAKAPALLI,INC,20300.0,5,2014,TDP
ANAKAPALLI,IND,7466.0,5,2014,TDP
ANAKAPALLI,JaSPa,6242.0,5,2014,TDP
ANAKAPALLI,LJP,658.0,5,2014,TDP
ANAKAPALLI,LSP,1591.0,5,2014,TDP
ANAKAPALLI,MaSP,224.0,5,2014,TDP
ANAKAPALLI,NBNP,231.0,5,2014,TDP
ANAKAPALLI,NOTA,6026.0,5,2014,TDP
ANAKAPALLI,PPOI,1890.0,5,2014,TDP
ANAKAPALLI,RPI(KH),179.0,5,2014,TDP
ANAKAPALLI,TDP,569184.0,5,2014,TDP
ANAKAPALLI,YSRCP,518506.0,5,2014,TDP
ANANDPUR SAHIB,AAAP,419024.0,3,2017,INC
ANANDPUR SAHIB,AITC,695.0,3,2017,INC
ANANDPUR SAHIB,APPA,3638.0,3,2017,INC
ANANDPUR SAHIB,BDPty,282.0,3,2017,INC
ANANDPUR SAHIB,BIRK,86.0,3,2017,INC
ANANDPUR SAHIB,BJP,36919.0,3,2017,INC
ANANDPUR SAHIB,BMUP,100.0,3,2017,INC
ANANDPUR SAHIB,BSP,59244.0,3,2017,INC
ANANDPUR SAHIB,CPI,1983.0,3,2017,INC
ANANDPUR SAHIB,CPM,5300.0,3,2017,INC
ANANDPUR SAHIB,DEMSWP,980.0,3,2017,INC
ANANDPUR SAHIB,HSS,370.0,3,2017,INC
ANANDPUR SAHIB,INC,470282.0,3,2017,INC
ANANDPUR SAHIB,IND,15644.0,3,2017,INC
ANANDPUR SAHIB,JJJKP,761.0,3,2017,INC
ANANDPUR SAHIB,NOTA,9395.0,3,2017,INC
ANANDPUR SAHIB,PDemP,2250.0,3,2017,INC
ANANDPUR SAHIB,SAD,321763.0,3,2017,INC
ANANDPUR SAHIB,SAD(M),1743.0,3,2017,INC
ANANTAPUR,AAAP,478.0,5,2014,TDP
ANANTAPUR,AIMIM,1555.0,5,2014,TDP
ANANTAPUR,BCUF,1400.0,5,2014,TDP
ANANTAPUR,BJP,3865.0,5,2014,TDP
ANANTAPUR,BSP,5731.0,5,2014,TDP
ANANTAPUR,CPI,3904.0,5,2014,TDP
ANANTAPUR,CPM,3352.0,5,2014,TDP
ANANTAPUR,INC,11233.0,5,2014,TDP
ANANTAPUR,IND,13857.0,5,2014,TDP
ANANTAPUR,JaSPa,5130.0,5,2014,TDP
ANANTAPUR,LSP,5088.0,5,2014,TDP
ANANTAPUR,MaSP,307.0,5,2014,TDP
ANANTAPUR,NOTA,6796.0,5,2014,TDP
ANANTAPUR,PPOI,2433.0,5,2014,TDP
ANANTAPUR,RPS,1586.0,5,2014,TDP
ANANTAPUR,SP,84.0,5,2014,TDP
ANANTAPUR,STR,2470.0,5,2014,TDP
ANANTAPUR,SUCI,103.0,5,2014,TDP
ANANTAPUR,TDP,602870.0,5,2014,TDP
ANANTAPUR,WPOI,153.0,5,2014,TDP
ANANTAPUR,YSRCP,539815.0,5,2014,TDP
ANANTNAG,AIFB,299.0,12,2014,JKPDP
ANANTNAG,AKAKRP,1853.0,12,2014,JKPDP
ANANTNAG,BJP,28034.0,12,2014,JKPDP
ANANTNAG,BSP,2552.0,12,2014,JKPDP
ANANTNAG,CPI,849.0,12,2014,JKPDP
ANANTNAG,CPM,23353.0,12,2014,JKPDP
ANANTNAG,HJP,164.0,12,2014,JKPDP
ANANTNAG,INC,113852.0,12,2014,JKPDP
ANANTNAG,IND,46699.0,12,2014,JKPDP
ANANTNAG,IPCP,73.0,12,2014,JKPDP
ANANTNAG,JKN,196553.0,12,2014,JKPDP
ANANTNAG,JKNPP,2638.0,12,2014,JKPDP
ANANTNAG,JKPDF,1850.0,12,2014,JKPDP
ANANTNAG,JKPDP,292208.0,12,2014,JKPDP
ANANTNAG,JPC,2206.0,12,2014,JKPDP
ANANTNAG,NOTA,10875.0,12,2014,JKPDP
ANANTNAG,RPI(A),1132.0,12,2014,JKPDP
ANANTNAG,SP,305.0,12,2014,JKPDP
AONLA,BHABHAPA,746.0,3,2017,BJP
AONLA,BHIP,470.0,3,2017,BJP
AONLA,BJP,416030.0,3,2017,BJP
AONLA,BSP,262836.0,3,2017,BJP
AONLA,BSRD,2751.0,3,2017,BJP
AONLA,DESP,1195.0,3,2017,BJP
AONLA,IEMC,1522.0,3,2017,BJP
AONLA,INC,32243.0,3,2017,BJP
AONLA,IND,7986.0,3,2017,BJP
AONLA,JANJAN,1005.0,3,2017,BJP
AONLA,JaSSP,1893.0,3,2017,BJP
AONLA,LD,40237.0,3,2017,BJP
AONLA,LPSP,449.0,3,2017,BJP
AONLA,MD,922.0,3,2017,BJP
AONLA,NOTA,10139.0,3,2017,BJP
AONLA,PECP,13697.0,3,2017,BJP
AONLA,RLD,6075.0,3,2017,BJP
AONLA,RMEP,657.0,3,2017,BJP
AONLA,SP,265756.0,3,2017,BJP
AONLA,pps,995.0,3,2017,BJP
ARAKKONAM,ADMK,452379.0,5,2016,ADMK
ARAKKONAM,AIJMK,675.0,5,2016,ADMK
ARAKKONAM,BJP,13004.0,5,2016,ADMK
ARAKKONAM,BSP,4107.0,5,2016,ADMK
ARAKKONAM,DMDK,27721.0,5,2016,ADMK
ARAKKONAM,DMK,320455.0,5,2016,ADMK
ARAKKONAM,IJK,368.0,5,2016,ADMK
ARAKKONAM,INC,137823.0,5,2016,ADMK
ARAKKONAM,IND,10660.0,5,2016,ADMK
ARAKKONAM,LJP,502.0,5,2016,ADMK
ARAKKONAM,MDMK,5387.0,5,2016,ADMK
ARAKKONAM,NOTA,12433.0,5,2016,ADMK
ARAKKONAM,PMK,172174.0,5,2016,ADMK
ARAKKONAM,PPIS,904.0,5,2016,ADMK
ARAKKONAM,SP,74.0,5,2016,ADMK
ARAKKONAM,TMC(M),2163.0,5,2016,ADMK
ARAKKONAM,VCK,5213.0,5,2016,ADMK
ARAKKONAM,ntk,4876.0,5,2016,ADMK
ARAKU,AAAP,4428.0,5,2014,YSRCP
ARAKU,BJP,17029.0,5,2014,YSRCP
ARAKU,BSP,4398.0,5,2014,YSRCP
ARAKU,CPI,30838.0,5,2014,YSRCP
ARAKU,CPM,23799.0,5,2014,YSRCP
ARAKU,INC,45300.0,5,2014,YSRCP
ARAKU,IND,82814.0,5,2014,YSRCP
ARAKU,JaSPa,4474.0,5,2014,YSRCP
ARAKU,NBNP,356.0,5,2014,YSRCP
ARAKU,NOTA,15355.0,5,2014,YSRCP
ARAKU,TDP,284866.0,5,2014,YSRCP
ARAKU,YSRCP,399096.0,5,2014,YSRCP
ARAMBAGH,AIFB,72072.0,5,2016,AITC
ARAMBAGH,AITC,748349.0,5,2016,AITC
ARAMBAGH,BJP,121875.0,5,2016,AITC
ARAMBAGH,CPM,292728.0,5,2016,AITC
ARAMBAGH,INC,76148.0,5,2016,AITC
ARAMBAGH,IND,8836.0,5,2016,AITC
ARAMBAGH,IUC,782.0,5,2016,AITC
ARAMBAGH,JDP,3647.0,5,2016,AITC
ARAMBAGH,NCP,69898.0,5,2016,AITC
ARAMBAGH,NOTA,25710.0,5,2016,AITC
ARAMBAGH,SHS,4447.0,5,2016,AITC
ARAMBAGH,SUCI,3299.0,5,2016,AITC
ARANI,ADMK,417250.0,5,2016,ADMK
ARANI,BJP,6367.0,5,2016,ADMK
ARANI,BSP,2429.0,5,2016,ADMK
ARANI,CPM,5000.0,5,2016,ADMK
ARANI,DMDK,17880.0,5,2016,ADMK
ARANI,DMK,392861.0,5,2016,ADMK
ARANI,GokMK,1180.0,5,2016,ADMK
ARANI,IJK,1394.0,5,2016,ADMK
ARANI,INC,69239.0,5,2016,ADMK
ARANI,IND,57914.0,5,2016,ADMK
ARANI,MDMK,10672.0,5,2016,ADMK
ARANI,NOTA,11696.0,5,2016,ADMK
ARANI,PMK,146055.0,5,2016,ADMK
ARANI,RPI,424.0,5,2016,ADMK
ARANI,SP,814.0,5,2016,ADMK
ARANI,SaSP,127.0,5,2016,ADMK
ARANI,VCK,18611.0,5,2016,ADMK
ARANI,VVIP,462.0,5,2016,ADMK
ARANI,ntk,4408.0,5,2016,ADMK
ARARIA,AIMIM,1669.0,11,2015,BJP
ARARIA,AKBMP,1276.0,11,2015,BJP
ARARIA,BJP,290010.0,11,2015,BJP
ARARIA,BMUP,1555.0,11,2015,BJP
